#mpa_vJan21_CHOCOPhlAnSGB_202103
#/home/favero/.local/bin/metaphlan -t rel_ab_w_read_stats --unclassified_estimation 5WT-12m_S2_Buone_R1.fastq,5WT-12m_S2_Buone_R2.fastq --bowtie2out 5WT-12m_S2.bowtie2.bz2 --nproc 22 --input_type fastq -o 5WT-12m_S2.metaphlan.txt
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:125185472
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
UNCLASSIFIED	-1	52.96409	-	0
k__Bacteria	2	47.03591	5.08953	125185472
k__Bacteria|p__Bacteroidetes	2|976	28.27238	3.05922	62816271
k__Bacteria|p__Firmicutes	2|1239	15.32229	1.65795	39030922
k__Bacteria|p__Actinobacteria	2|201174	1.25573	0.13588	2325421
k__Bacteria|p__Bacteria_unclassified	2|35929085	1.21979	0.13199	3706136
k__Bacteria|p__Tenericutes	2|544448	0.42964	0.04649	615440
k__Bacteria|p__Proteobacteria	2|1224	0.40917	0.04427	825853
k__Bacteria|p__Candidatus_Melainabacteria	2|1798710	0.09596	0.01038	150213
k__Bacteria|p__Verrucomicrobia	2|74201	0.03096	0.00335	67032
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	25.80853	2.79262	49980468
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	7.30156	0.79007	18273372
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	1.83769	0.19885	2531604
k__Bacteria|p__Firmicutes|c__CFGB9636	2|1239|	1.01555	0.10989	2287830
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	0.9159	0.0991	1447338
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified	2|35929085|	0.90344	0.09776	2429208
k__Bacteria|p__Bacteroidetes|c__CFGB636	2|976|	0.74558	0.08068	1285506
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.73623	0.07966	1183020
k__Bacteria|p__Firmicutes|c__CFGB28755	2|1239|	0.58188	0.06296	2020248
k__Bacteria|p__Bacteroidetes|c__CFGB9395	2|976|	0.56003	0.0606	716826
k__Bacteria|p__Firmicutes|c__CFGB10299	2|1239|	0.44029	0.04764	534384
k__Bacteria|p__Tenericutes|c__Mollicutes	2|544448|31969	0.42964	0.04649	527520
k__Bacteria|p__Firmicutes|c__CFGB9660	2|1239|	0.39566	0.04281	996120
k__Bacteria|p__Firmicutes|c__CFGB10348	2|1239|	0.34624	0.03747	586236
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	0.33983	0.03677	545880
k__Bacteria|p__Bacteroidetes|c__CFGB9388	2|976|	0.30669	0.03319	501336
k__Bacteria|p__Bacteroidetes|c__CFGB637	2|976|	0.30505	0.03301	556014
k__Bacteria|p__Firmicutes|c__CFGB9596	2|1239|	0.27522	0.02978	547722
k__Bacteria|p__Proteobacteria|c__CFGB9469	2|1224|	0.23096	0.02499	388962
k__Bacteria|p__Bacteria_unclassified|c__CFGB8123	2|35929085|	0.17984	0.01946	399336
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.17822	0.01928	318912
k__Bacteria|p__Firmicutes|c__CFGB9506	2|1239|	0.17062	0.01846	197970
k__Bacteria|p__Firmicutes|c__CFGB11371	2|1239|	0.15567	0.01684	270690
k__Bacteria|p__Firmicutes|c__CFGB28941	2|1239|	0.153	0.01656	329340
k__Bacteria|p__Firmicutes|c__CFGB8157	2|1239|	0.12591	0.01362	302202
k__Bacteria|p__Firmicutes|c__CFGB10340	2|1239|	0.12445	0.01347	166266
k__Bacteria|p__Bacteroidetes|c__CFGB4425	2|976|	0.11742	0.01271	198114
k__Bacteria|p__Firmicutes|c__CFGB9827	2|1239|	0.11298	0.01223	157518
k__Bacteria|p__Firmicutes|c__CFGB9850	2|1239|	0.10963	0.01186	183762
k__Bacteria|p__Firmicutes|c__CFGB9990	2|1239|	0.10747	0.01163	218322
k__Bacteria|p__Firmicutes|c__CFGB28800	2|1239|	0.0994	0.01076	235374
k__Bacteria|p__Bacteroidetes|c__CFGB9384	2|976|	0.09909	0.01072	130578
k__Bacteria|p__Bacteroidetes|c__CFGB10197	2|976|	0.09596	0.01038	473676
k__Bacteria|p__Firmicutes|c__CFGB10349	2|1239|	0.09429	0.0102	179568
k__Bacteria|p__Firmicutes|c__CFGB31439	2|1239|	0.08058	0.00872	82494
k__Bacteria|p__Firmicutes|c__CFGB9633	2|1239|	0.0805	0.00871	166776
k__Bacteria|p__Firmicutes|c__CFGB9650	2|1239|	0.0715	0.00774	128106
k__Bacteria|p__Firmicutes|c__CFGB9516	2|1239|	0.06574	0.00711	80910
k__Bacteria|p__Firmicutes|c__CFGB9508	2|1239|	0.06378	0.0069	78360
k__Bacteria|p__Firmicutes|c__CFGB9659	2|1239|	0.063	0.00682	165888
k__Bacteria|p__Firmicutes|c__CFGB9960	2|1239|	0.05373	0.00581	92910
k__Bacteria|p__Firmicutes|c__CFGB9511	2|1239|	0.04923	0.00533	56394
k__Bacteria|p__Firmicutes|c__CFGB9575	2|1239|	0.04139	0.00448	68808
k__Bacteria|p__Firmicutes|c__CFGB9639	2|1239|	0.03834	0.00415	100158
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	2|74201|203494	0.03096	0.00335	57456
k__Bacteria|p__Firmicutes|c__CFGB9658	2|1239|	0.02976	0.00322	58830
k__Bacteria|p__Firmicutes|c__CFGB10253	2|1239|	0.02904	0.00314	32376
k__Bacteria|p__Firmicutes|c__CFGB9629	2|1239|	0.02201	0.00238	41142
k__Bacteria|p__Firmicutes|c__CFGB9517	2|1239|	0.01699	0.00184	23190
k__Bacteria|p__Bacteria_unclassified|c__CFGB9644	2|35929085|	0.0106	0.00115	26454
k__Bacteria|p__Firmicutes|c__CFGB9512	2|1239|	0.00863	0.00093	8694
k__Bacteria|p__Firmicutes|c__CFGB28398	2|1239|	0.00694	0.00075	7686
k__Bacteria|p__Firmicutes|c__CFGB9836	2|1239|	0.0062	0.00067	12090
k__Bacteria|p__Firmicutes|c__CFGB9479	2|1239|	0.00453	0.00049	11952
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.00356	0.00038	8604
k__Bacteria|p__Firmicutes|c__CFGB9618	2|1239|	0.00225	0.00024	4572
k__Bacteria|p__Firmicutes|c__CFGB9510	2|1239|	0.002	0.00022	1872
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	25.80853	2.79262	41650390
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	6.62509	0.71687	14496865
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	1.83769	0.19885	2109670
k__Bacteria|p__Firmicutes|c__CFGB9636|o__OFGB9636	2|1239||	1.01555	0.10989	1906525
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified	2|35929085||	0.90344	0.09776	2024340
k__Bacteria|p__Bacteroidetes|c__CFGB636|o__OFGB636	2|976||	0.74558	0.08068	1071255
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	0.73623	0.07966	985850
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified	2|1239|186801|	0.67647	0.0732	730945
k__Bacteria|p__Firmicutes|c__CFGB28755|o__OFGB28755	2|1239||	0.58188	0.06296	1683540
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	0.56516	0.06115	673575
k__Bacteria|p__Bacteroidetes|c__CFGB9395|o__OFGB9395	2|976||	0.56003	0.0606	597355
k__Bacteria|p__Firmicutes|c__CFGB10299|o__OFGB10299	2|1239||	0.44029	0.04764	445320
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales	2|544448|31969|186329	0.42964	0.04649	439600
k__Bacteria|p__Firmicutes|c__CFGB9660|o__OFGB9660	2|1239||	0.39566	0.04281	830100
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	2|201174|84998|1643822	0.35074	0.03795	532540
k__Bacteria|p__Firmicutes|c__CFGB10348|o__OFGB10348	2|1239||	0.34624	0.03747	488530
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales	2|201174|1760|85007	0.31342	0.03391	427430
k__Bacteria|p__Bacteroidetes|c__CFGB9388|o__OFGB9388	2|976||	0.30669	0.03319	417780
k__Bacteria|p__Bacteroidetes|c__CFGB637|o__OFGB637	2|976||	0.30505	0.03301	463345
k__Bacteria|p__Firmicutes|c__CFGB9596|o__OFGB9596	2|1239||	0.27522	0.02978	456435
k__Bacteria|p__Proteobacteria|c__CFGB9469|o__OFGB9469	2|1224||	0.23096	0.02499	324135
k__Bacteria|p__Bacteria_unclassified|c__CFGB8123|o__OFGB8123	2|35929085||	0.17984	0.01946	332780
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	0.17822	0.01928	265760
k__Bacteria|p__Firmicutes|c__CFGB9506|o__OFGB9506	2|1239||	0.17062	0.01846	164975
k__Bacteria|p__Firmicutes|c__CFGB11371|o__OFGB11371	2|1239||	0.15567	0.01684	225575
k__Bacteria|p__Firmicutes|c__CFGB28941|o__OFGB28941	2|1239||	0.153	0.01656	274450
k__Bacteria|p__Firmicutes|c__CFGB8157|o__OFGB8157	2|1239||	0.12591	0.01362	251835
k__Bacteria|p__Firmicutes|c__CFGB10340|o__OFGB10340	2|1239||	0.12445	0.01347	138555
k__Bacteria|p__Bacteroidetes|c__CFGB4425|o__OFGB4425	2|976||	0.11742	0.01271	165095
k__Bacteria|p__Firmicutes|c__CFGB9827|o__OFGB9827	2|1239||	0.11298	0.01223	131265
k__Bacteria|p__Firmicutes|c__CFGB9850|o__OFGB9850	2|1239||	0.10963	0.01186	153135
k__Bacteria|p__Firmicutes|c__CFGB9990|o__OFGB9990	2|1239||	0.10747	0.01163	181935
k__Bacteria|p__Firmicutes|c__CFGB28800|o__OFGB28800	2|1239||	0.0994	0.01076	196145
k__Bacteria|p__Bacteroidetes|c__CFGB9384|o__OFGB9384	2|976||	0.09909	0.01072	108815
k__Bacteria|p__Bacteroidetes|c__CFGB10197|o__OFGB10197	2|976||	0.09596	0.01038	394730
k__Bacteria|p__Firmicutes|c__CFGB10349|o__OFGB10349	2|1239||	0.09429	0.0102	149640
k__Bacteria|p__Firmicutes|c__CFGB31439|o__OFGB31439	2|1239||	0.08058	0.00872	68745
k__Bacteria|p__Firmicutes|c__CFGB9633|o__OFGB9633	2|1239||	0.0805	0.00871	138980
k__Bacteria|p__Firmicutes|c__CFGB9650|o__OFGB9650	2|1239||	0.0715	0.00774	106755
k__Bacteria|p__Firmicutes|c__CFGB9516|o__OFGB9516	2|1239||	0.06574	0.00711	67425
k__Bacteria|p__Firmicutes|c__CFGB9508|o__OFGB9508	2|1239||	0.06378	0.0069	65300
k__Bacteria|p__Firmicutes|c__CFGB9659|o__OFGB9659	2|1239||	0.063	0.00682	138240
k__Bacteria|p__Firmicutes|c__CFGB9960|o__OFGB9960	2|1239||	0.05373	0.00581	77425
k__Bacteria|p__Firmicutes|c__CFGB9511|o__OFGB9511	2|1239||	0.04923	0.00533	46995
k__Bacteria|p__Firmicutes|c__CFGB9575|o__OFGB9575	2|1239||	0.04139	0.00448	57340
k__Bacteria|p__Firmicutes|c__CFGB9639|o__OFGB9639	2|1239||	0.03834	0.00415	83465
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	2|74201|203494|48461	0.03096	0.00335	47880
k__Bacteria|p__Firmicutes|c__CFGB9658|o__OFGB9658	2|1239||	0.02976	0.00322	49025
k__Bacteria|p__Firmicutes|c__CFGB10253|o__OFGB10253	2|1239||	0.02904	0.00314	26980
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales	2|201174|1760|85011	0.02641	0.00286	27470
k__Bacteria|p__Firmicutes|c__CFGB9629|o__OFGB9629	2|1239||	0.02201	0.00238	34285
k__Bacteria|p__Firmicutes|c__CFGB9517|o__OFGB9517	2|1239||	0.01699	0.00184	19325
k__Bacteria|p__Bacteria_unclassified|c__CFGB9644|o__OFGB9644	2|35929085||	0.0106	0.00115	22045
k__Bacteria|p__Firmicutes|c__CFGB9512|o__OFGB9512	2|1239||	0.00863	0.00093	7245
k__Bacteria|p__Firmicutes|c__CFGB28398|o__OFGB28398	2|1239||	0.00694	0.00075	6405
k__Bacteria|p__Firmicutes|c__CFGB9836|o__OFGB9836	2|1239||	0.0062	0.00067	10075
k__Bacteria|p__Firmicutes|c__CFGB9479|o__OFGB9479	2|1239||	0.00453	0.00049	9960
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified	2|1239||	0.00356	0.00038	7170
k__Bacteria|p__Firmicutes|c__CFGB9618|o__OFGB9618	2|1239||	0.00225	0.00024	3810
k__Bacteria|p__Firmicutes|c__CFGB9510|o__OFGB9510	2|1239||	0.002	0.00022	1560
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae	2|976|200643|171549|2005473	13.49784	1.46054	19979328
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified	2|976|200643|171549|	4.79265	0.51859	5140228
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	2|1239|186801|186802|186803	4.59777	0.4975	8785056
