#mpa_vJan21_CHOCOPhlAnSGB_202103
#/home/favero/.local/bin/metaphlan -t rel_ab_w_read_stats --unclassified_estimation 9AD-6m_S9_Buone_R1.fastq,9AD-6m_S9_Buone_R2.fastq --bowtie2out 9AD-6m_S9.bowtie2.bz2 --nproc 22 --input_type fastq -o 9AD-6m_S9.metaphlan.txt
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:214541832
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
UNCLASSIFIED	-1	49.34259	-	0
k__Bacteria	2	50.65741	9.21878	214541832
k__Bacteria|p__Bacteroidetes	2|976	28.3476	5.15878	109960508
k__Bacteria|p__Firmicutes	2|1239	16.90331	3.07611	56905604
k__Bacteria|p__Bacteria_unclassified	2|35929085	3.77199	0.68644	15900325
k__Bacteria|p__Actinobacteria	2|201174	1.2329	0.22437	3652768
k__Bacteria|p__Proteobacteria	2|1224	0.28876	0.05255	1030834
k__Bacteria|p__Tenericutes	2|544448	0.09068	0.0165	218463
k__Bacteria|p__Candidatus_Melainabacteria	2|1798710	0.01915	0.00349	50421
k__Bacteria|p__Candidatus_Saccharibacteria	2|95818	0.003	0.00055	5180
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	26.18965	4.76607	88171476
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	8.41874	1.53207	19497060
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	5.4853	0.99823	20218716
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified	2|35929085|	3.43759	0.62558	12305298
k__Bacteria|p__Bacteroidetes|c__CFGB636	2|976|	1.0813	0.19678	3135510
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	0.75795	0.13793	1709634
k__Bacteria|p__Firmicutes|c__CFGB11371	2|1239|	0.49416	0.08993	1445208
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	0.47495	0.08643	1421310
k__Bacteria|p__Bacteroidetes|c__CFGB9388	2|976|	0.43007	0.07826	1182372
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.37447	0.06815	1071006
k__Bacteria|p__Firmicutes|c__CFGB9636	2|1239|	0.3417	0.06218	1259322
k__Bacteria|p__Bacteroidetes|c__CFGB637	2|976|	0.32416	0.05899	993690
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.25954	0.04723	800820
k__Bacteria|p__Firmicutes|c__CFGB10299	2|1239|	0.25663	0.0467	524352
k__Bacteria|p__Firmicutes|c__CFGB9506	2|1239|	0.23376	0.04254	456168
k__Bacteria|p__Firmicutes|c__CFGB9618	2|1239|	0.2231	0.0406	762666
k__Bacteria|p__Firmicutes|c__CFGB10348	2|1239|	0.1931	0.03514	547146
k__Bacteria|p__Bacteria_unclassified|c__CFGB8123	2|35929085|	0.17404	0.03167	651150
k__Bacteria|p__Firmicutes|c__CFGB8157	2|1239|	0.13436	0.02445	242250
k__Bacteria|p__Firmicutes|c__CFGB9960	2|1239|	0.13423	0.02443	390396
k__Bacteria|p__Bacteroidetes|c__CFGB9395	2|976|	0.12409	0.02258	267132
k__Bacteria|p__Firmicutes|c__CFGB9827	2|1239|	0.0995	0.01811	233310
k__Bacteria|p__Firmicutes|c__CFGB9660	2|1239|	0.09215	0.01677	390174
k__Bacteria|p__Tenericutes|c__Mollicutes	2|544448|31969	0.09068	0.0165	187254
k__Bacteria|p__Bacteroidetes|c__CFGB4425	2|976|	0.08165	0.01486	231702
k__Bacteria|p__Firmicutes|c__CFGB9633	2|1239|	0.06467	0.01177	226410
k__Bacteria|p__Firmicutes|c__CFGB10340	2|1239|	0.06329	0.01152	142194
k__Bacteria|p__Bacteroidetes|c__CFGB9384	2|976|	0.05921	0.01077	131214
k__Bacteria|p__Firmicutes|c__CFGB9658	2|1239|	0.04376	0.00796	158598
k__Bacteria|p__Firmicutes|c__CFGB9990	2|1239|	0.03893	0.00708	133008
k__Bacteria|p__Firmicutes|c__CFGB9479	2|1239|	0.03507	0.00638	155646
k__Bacteria|p__Firmicutes|c__CFGB9850	2|1239|	0.0299	0.00544	84282
k__Bacteria|p__Proteobacteria|c__CFGB9469	2|1224|	0.02922	0.00532	82752
k__Bacteria|p__Bacteria_unclassified|c__CFGB9644	2|35929085|	0.026	0.00473	109158
k__Bacteria|p__Firmicutes|c__CFGB9511	2|1239|	0.02269	0.00413	43716
k__Bacteria|p__Bacteroidetes|c__CFGB10197	2|976|	0.01915	0.00349	138768
k__Bacteria|p__Firmicutes|c__CFGB9650	2|1239|	0.0185	0.00337	55734
k__Bacteria|p__Firmicutes|c__CFGB9516	2|1239|	0.01414	0.00257	29226
k__Bacteria|p__Firmicutes|c__CFGB9510	2|1239|	0.00832	0.00151	13128
k__Bacteria|p__Firmicutes|c__CFGB31439	2|1239|	0.00813	0.00148	13992
k__Bacteria|p__Firmicutes|c__CFGB9512	2|1239|	0.00808	0.00147	16536
k__Bacteria|p__Firmicutes|c__CFGB28398	2|1239|	0.00346	0.00063	6456
k__Bacteria|p__Firmicutes|c__CFGB9639	2|1239|	0.00332	0.0006	14574
k__Bacteria|p__Proteobacteria|c__CFGB9318	2|1224|	0.003	0.00055	0
k__Bacteria|p__Firmicutes|c__CFGB9659	2|1239|	0.00265	0.00048	11712
k__Bacteria|p__Firmicutes|c__CFGB10349	2|1239|	0.00106	0.00019	3384
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.00063	0.00011	2550
k__Bacteria|p__Firmicutes|c__CFGB28800	2|1239|	0.00029	5e-05	1170
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	26.18965	4.76607	73476230
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	8.41461	1.53132	16236580
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	4.83348	0.87961	15526245
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified	2|35929085||	3.43759	0.62558	10254415
k__Bacteria|p__Bacteroidetes|c__CFGB636|o__OFGB636	2|976||	1.0813	0.19678	2612925
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified	2|1239|186801|	0.65182	0.11862	1322685
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales	2|201174|1760|85011	0.57105	0.10392	999070
k__Bacteria|p__Firmicutes|c__CFGB11371|o__OFGB11371	2|1239||	0.49416	0.08993	1204340
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	2|201174|84998|1643822	0.45775	0.0833	1149955
k__Bacteria|p__Bacteroidetes|c__CFGB9388|o__OFGB9388	2|976||	0.43007	0.07826	985310
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	0.37447	0.06815	892505
k__Bacteria|p__Firmicutes|c__CFGB9636|o__OFGB9636	2|1239||	0.3417	0.06218	1049435
k__Bacteria|p__Bacteroidetes|c__CFGB637|o__OFGB637	2|976||	0.32416	0.05899	828075
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	0.25954	0.04723	667350
k__Bacteria|p__Firmicutes|c__CFGB10299|o__OFGB10299	2|1239||	0.25663	0.0467	436960
k__Bacteria|p__Firmicutes|c__CFGB9506|o__OFGB9506	2|1239||	0.23376	0.04254	380140
k__Bacteria|p__Firmicutes|c__CFGB9618|o__OFGB9618	2|1239||	0.2231	0.0406	635555
k__Bacteria|p__Firmicutes|c__CFGB10348|o__OFGB10348	2|1239||	0.1931	0.03514	455955
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales	2|201174|1760|85007	0.1869	0.03401	425625
k__Bacteria|p__Bacteria_unclassified|c__CFGB8123|o__OFGB8123	2|35929085||	0.17404	0.03167	542625
k__Bacteria|p__Firmicutes|c__CFGB8157|o__OFGB8157	2|1239||	0.13436	0.02445	201875
k__Bacteria|p__Firmicutes|c__CFGB9960|o__OFGB9960	2|1239||	0.13423	0.02443	325330
k__Bacteria|p__Bacteroidetes|c__CFGB9395|o__OFGB9395	2|976||	0.12409	0.02258	222610
k__Bacteria|p__Firmicutes|c__CFGB9827|o__OFGB9827	2|1239||	0.0995	0.01811	194425
k__Bacteria|p__Firmicutes|c__CFGB9660|o__OFGB9660	2|1239||	0.09215	0.01677	325145
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales	2|544448|31969|186329	0.09068	0.0165	156045
k__Bacteria|p__Bacteroidetes|c__CFGB4425|o__OFGB4425	2|976||	0.08165	0.01486	193085
k__Bacteria|p__Firmicutes|c__CFGB9633|o__OFGB9633	2|1239||	0.06467	0.01177	188675
k__Bacteria|p__Firmicutes|c__CFGB10340|o__OFGB10340	2|1239||	0.06329	0.01152	118495
k__Bacteria|p__Bacteroidetes|c__CFGB9384|o__OFGB9384	2|976||	0.05921	0.01077	109345
k__Bacteria|p__Firmicutes|c__CFGB9658|o__OFGB9658	2|1239||	0.04376	0.00796	132165
k__Bacteria|p__Firmicutes|c__CFGB9990|o__OFGB9990	2|1239||	0.03893	0.00708	110840
k__Bacteria|p__Firmicutes|c__CFGB9479|o__OFGB9479	2|1239||	0.03507	0.00638	129705
k__Bacteria|p__Firmicutes|c__CFGB9850|o__OFGB9850	2|1239||	0.0299	0.00544	70235
k__Bacteria|p__Proteobacteria|c__CFGB9469|o__OFGB9469	2|1224||	0.02922	0.00532	68960
k__Bacteria|p__Bacteria_unclassified|c__CFGB9644|o__OFGB9644	2|35929085||	0.026	0.00473	90965
k__Bacteria|p__Firmicutes|c__CFGB9511|o__OFGB9511	2|1239||	0.02269	0.00413	36430
k__Bacteria|p__Bacteroidetes|c__CFGB10197|o__OFGB10197	2|976||	0.01915	0.00349	115640
k__Bacteria|p__Firmicutes|c__CFGB9650|o__OFGB9650	2|1239||	0.0185	0.00337	46445
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	0.0172	0.00313	34470
k__Bacteria|p__Firmicutes|c__CFGB9516|o__OFGB9516	2|1239||	0.01414	0.00257	24355
k__Bacteria|p__Firmicutes|c__CFGB9510|o__OFGB9510	2|1239||	0.00832	0.00151	10940
k__Bacteria|p__Firmicutes|c__CFGB31439|o__OFGB31439	2|1239||	0.00813	0.00148	11660
k__Bacteria|p__Firmicutes|c__CFGB9512|o__OFGB9512	2|1239||	0.00808	0.00147	13780
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	2|1239|91061|1385	0.00413	0.00075	10970
k__Bacteria|p__Firmicutes|c__CFGB28398|o__OFGB28398	2|1239||	0.00346	0.00063	5380
