#mpa_vJan21_CHOCOPhlAnSGB_202103
#/home/favero/.local/bin/metaphlan -t rel_ab_w_read_stats --unclassified_estimation 10WT-12m_S6_Buone_R1.fastq,10WT-12m_S6_Buone_R2.fastq --bowtie2out 10WT-12m_S6.bowtie2.bz2 --nproc 22 --input_type fastq -o 10WT-12m_S6.metaphlan.txt
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:212691704
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
UNCLASSIFIED	-1	47.49568	-	0
k__Bacteria	2	52.50432	9.09601	212691704
k__Bacteria|p__Bacteroidetes	2|976	34.62705	5.9989	127469286
k__Bacteria|p__Firmicutes	2|1239	15.70639	2.72102	51101827
k__Bacteria|p__Actinobacteria	2|201174	0.85675	0.14843	2702525
k__Bacteria|p__Proteobacteria	2|1224	0.64761	0.11219	2108806
k__Bacteria|p__Bacteria_unclassified	2|35929085	0.53537	0.09275	2418759
k__Bacteria|p__Tenericutes	2|544448	0.09359	0.01621	214634
k__Bacteria|p__Candidatus_Melainabacteria	2|1798710	0.03207	0.00556	80381
k__Bacteria|p__Candidatus_Saccharibacteria	2|95818	0.00549	0.00095	9023
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	32.52682	5.63505	104000280
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	6.01149	1.04145	13311066
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	4.43735	0.76874	15681066
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	3.11897	0.54034	8115654
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	0.7396	0.12813	2037456
k__Bacteria|p__Bacteroidetes|c__CFGB636	2|976|	0.5606	0.09712	1547538
k__Bacteria|p__Bacteroidetes|c__CFGB9395	2|976|	0.50437	0.08738	1033608
k__Bacteria|p__Bacteroidetes|c__CFGB9388	2|976|	0.4438	0.07689	1161546
k__Bacteria|p__Firmicutes|c__CFGB10348	2|1239|	0.40002	0.0693	1202262
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.35388	0.06131	1015536
k__Bacteria|p__Firmicutes|c__CFGB10299	2|1239|	0.339	0.05873	614442
k__Bacteria|p__Firmicutes|c__CFGB9660	2|1239|	0.31512	0.05459	1270200
k__Bacteria|p__Proteobacteria|c__CFGB9469	2|1224|	0.29373	0.05089	792012
k__Bacteria|p__Firmicutes|c__CFGB9636	2|1239|	0.28508	0.04939	999606
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified	2|35929085|	0.22973	0.0398	932646
k__Bacteria|p__Bacteria_unclassified|c__CFGB8123	2|35929085|	0.20518	0.03555	730644
k__Bacteria|p__Bacteroidetes|c__CFGB637	2|976|	0.1808	0.03132	527622
k__Bacteria|p__Bacteroidetes|c__CFGB4425	2|976|	0.15527	0.0269	419430
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	0.11715	0.0203	278994
k__Bacteria|p__Firmicutes|c__CFGB9633	2|1239|	0.10911	0.0189	416112
k__Bacteria|p__Firmicutes|c__CFGB9596	2|1239|	0.10265	0.01778	327084
k__Bacteria|p__Firmicutes|c__CFGB8157	2|1239|	0.0953	0.01651	339960
k__Bacteria|p__Tenericutes|c__Mollicutes	2|544448|31969	0.09359	0.01621	183972
k__Bacteria|p__Bacteroidetes|c__CFGB9384	2|976|	0.09328	0.01616	196788
k__Bacteria|p__Firmicutes|c__CFGB10340	2|1239|	0.05313	0.0092	113646
k__Bacteria|p__Firmicutes|c__CFGB11371	2|1239|	0.04785	0.00829	133224
k__Bacteria|p__Firmicutes|c__CFGB9827	2|1239|	0.04214	0.0073	94056
k__Bacteria|p__Firmicutes|c__CFGB9639	2|1239|	0.04032	0.00698	168612
k__Bacteria|p__Firmicutes|c__CFGB9506	2|1239|	0.03912	0.00678	72678
k__Bacteria|p__Firmicutes|c__CFGB9575	2|1239|	0.0385	0.00667	102480
k__Bacteria|p__Bacteroidetes|c__CFGB10197	2|976|	0.03207	0.00556	372576
k__Bacteria|p__Firmicutes|c__CFGB28941	2|1239|	0.02968	0.00514	102282
k__Bacteria|p__Firmicutes|c__CFGB28800	2|1239|	0.02692	0.00466	102048
k__Bacteria|p__Firmicutes|c__CFGB9990	2|1239|	0.0219	0.00379	71226
k__Bacteria|p__Firmicutes|c__CFGB9659	2|1239|	0.01891	0.00328	79710
k__Bacteria|p__Firmicutes|c__CFGB31439	2|1239|	0.01611	0.00279	26400
k__Bacteria|p__Firmicutes|c__CFGB9658	2|1239|	0.0152	0.00263	49914
k__Bacteria|p__Firmicutes|c__CFGB9516	2|1239|	0.01206	0.00209	23688
k__Bacteria|p__Firmicutes|c__CFGB9629	2|1239|	0.01152	0.002	34482
k__Bacteria|p__Firmicutes|c__CFGB10253	2|1239|	0.00891	0.00154	15906
k__Bacteria|p__Proteobacteria|c__CFGB9318	2|1224|	0.00549	0.00095	0
k__Bacteria|p__Bacteria_unclassified|c__CFGB9644	2|35929085|	0.00516	0.00089	20628
k__Bacteria|p__Firmicutes|c__CFGB9517	2|1239|	0.00411	0.00071	8982
k__Bacteria|p__Firmicutes|c__CFGB9512	2|1239|	0.00357	0.00062	7392
k__Bacteria|p__Firmicutes|c__CFGB3507	2|1239|	0.00324	0.00056	11100
k__Bacteria|p__Firmicutes|c__CFGB9650	2|1239|	0.00226	0.00039	6492
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.00161	0.00028	6228
k__Bacteria|p__Firmicutes|c__CFGB9510	2|1239|	0.00135	0.00023	2022
k__Bacteria|p__Firmicutes|c__CFGB9960	2|1239|	0.00089	0.00015	2454
k__Bacteria|p__Firmicutes|c__CFGB28398	2|1239|	0.00084	0.00014	1482
k__Bacteria|p__Firmicutes|c__CFGB9850	2|1239|	0.00062	0.00011	1650
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	32.52682	5.63505	86666900
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	6.01149	1.04145	11092555
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	3.11897	0.54034	6763045
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	2.9081	0.50381	10270305
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified	2|1239|186801|	1.52925	0.26493	2797250
k__Bacteria|p__Bacteroidetes|c__CFGB636|o__OFGB636	2|976||	0.5606	0.09712	1289615
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	2|201174|84998|1643822	0.55688	0.09648	1349215
k__Bacteria|p__Bacteroidetes|c__CFGB9395|o__OFGB9395	2|976||	0.50437	0.08738	861340
k__Bacteria|p__Bacteroidetes|c__CFGB9388|o__OFGB9388	2|976||	0.4438	0.07689	967955
k__Bacteria|p__Firmicutes|c__CFGB10348|o__OFGB10348	2|1239||	0.40002	0.0693	1001885
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	0.35388	0.06131	846280
k__Bacteria|p__Firmicutes|c__CFGB10299|o__OFGB10299	2|1239||	0.339	0.05873	512035
k__Bacteria|p__Firmicutes|c__CFGB9660|o__OFGB9660	2|1239||	0.31512	0.05459	1058500
k__Bacteria|p__Proteobacteria|c__CFGB9469|o__OFGB9469	2|1224||	0.29373	0.05089	660010
k__Bacteria|p__Firmicutes|c__CFGB9636|o__OFGB9636	2|1239||	0.28508	0.04939	833005
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified	2|35929085||	0.22973	0.0398	777205
k__Bacteria|p__Bacteria_unclassified|c__CFGB8123|o__OFGB8123	2|35929085||	0.20518	0.03555	608870
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	0.18272	0.03166	348665
k__Bacteria|p__Bacteroidetes|c__CFGB637|o__OFGB637	2|976||	0.1808	0.03132	439685
k__Bacteria|p__Bacteroidetes|c__CFGB4425|o__OFGB4425	2|976||	0.15527	0.0269	349525
k__Bacteria|p__Firmicutes|c__CFGB9633|o__OFGB9633	2|1239||	0.10911	0.0189	346760
k__Bacteria|p__Firmicutes|c__CFGB9596|o__OFGB9596	2|1239||	0.10265	0.01778	272570
k__Bacteria|p__Firmicutes|c__CFGB8157|o__OFGB8157	2|1239||	0.0953	0.01651	283300
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales	2|544448|31969|186329	0.09359	0.01621	153310
k__Bacteria|p__Bacteroidetes|c__CFGB9384|o__OFGB9384	2|976||	0.09328	0.01616	163990
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales	2|201174|1760|85007	0.06914	0.01198	152540
k__Bacteria|p__Firmicutes|c__CFGB10340|o__OFGB10340	2|1239||	0.05313	0.0092	94705
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales	2|201174|1760|85011	0.04801	0.00832	79955
k__Bacteria|p__Firmicutes|c__CFGB11371|o__OFGB11371	2|1239||	0.04785	0.00829	111020
k__Bacteria|p__Firmicutes|c__CFGB9827|o__OFGB9827	2|1239||	0.04214	0.0073	78380
k__Bacteria|p__Firmicutes|c__CFGB9639|o__OFGB9639	2|1239||	0.04032	0.00698	140510
k__Bacteria|p__Firmicutes|c__CFGB9506|o__OFGB9506	2|1239||	0.03912	0.00678	60565
k__Bacteria|p__Firmicutes|c__CFGB9575|o__OFGB9575	2|1239||	0.0385	0.00667	85400
k__Bacteria|p__Bacteroidetes|c__CFGB10197|o__OFGB10197	2|976||	0.03207	0.00556	310480
k__Bacteria|p__Firmicutes|c__CFGB28941|o__OFGB28941	2|1239||	0.02968	0.00514	85235
k__Bacteria|p__Firmicutes|c__CFGB28800|o__OFGB28800	2|1239||	0.02692	0.00466	85040
k__Bacteria|p__Firmicutes|c__CFGB9990|o__OFGB9990	2|1239||	0.0219	0.00379	59355
k__Bacteria|p__Firmicutes|c__CFGB9659|o__OFGB9659	2|1239||	0.01891	0.00328	66425
k__Bacteria|p__Firmicutes|c__CFGB31439|o__OFGB31439	2|1239||	0.01611	0.00279	22000
k__Bacteria|p__Firmicutes|c__CFGB9658|o__OFGB9658	2|1239||	0.0152	0.00263	41595
k__Bacteria|p__Firmicutes|c__CFGB9516|o__OFGB9516	2|1239||	0.01206	0.00209	19740
k__Bacteria|p__Firmicutes|c__CFGB9629|o__OFGB9629	2|1239||	0.01152	0.002	28735
k__Bacteria|p__Firmicutes|c__CFGB10253|o__OFGB10253	2|1239||	0.00891	0.00154	13255
k__Bacteria|p__Proteobacteria|c__CFGB9318|o__OFGB9318	2|1224||	0.00549	0.00095	0
k__Bacteria|p__Bacteria_unclassified|c__CFGB9644|o__OFGB9644	2|35929085||	0.00516	0.00089	17190
k__Bacteria|p__Firmicutes|c__CFGB9517|o__OFGB9517	2|1239||	0.00411	0.00071	7485
k__Bacteria|p__Firmicutes|c__CFGB9512|o__OFGB9512	2|1239||	0.00357	0.00062	6160
k__Bacteria|p__Firmicutes|c__CFGB3507|o__OFGB3507	2|1239||	0.00324	0.00056	9250
k__Bacteria|p__Firmicutes|c__CFGB9650|o__OFGB9650	2|1239||	0.00226	0.00039	5410
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified	2|1239||	0.00161	0.00028	5190
k__Bacteria|p__Firmicutes|c__CFGB9510|o__OFGB9510	2|1239||	0.00135	0.00023	1685
k__Bacteria|p__Firmicutes|c__CFGB9960|o__OFGB9960	2|1239||	0.00089	0.00015	2045
k__Bacteria|p__Firmicutes|c__CFGB28398|o__OFGB28398	2|1239||	0.00084	0.00014	1235
k__Bacteria|p__Firmicutes|c__CFGB9850|o__OFGB9850	2|1239||	0.00062	0.00011	1375
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae	2|976|200643|171549|2005473	21.39822	3.70709	50390088
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	2|1239|91061|186826|33958	6.00022	1.0395	8858844
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified	2|976|200643|171549|	5.19838	0.90058	8934192
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	2|1239|526524|526525|128827	3.11897	0.54034	5410436
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	2|976|200643|171549|171550	2.61556	0.45313	3488076
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae	2|976|200643|171549|1853231	2.26538	0.39246	4097980
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	2|1239|186801|186802|186803	2.21702	0.38408	6717312
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified	2|1239|186801||	1.52925	0.26493	2237800
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	2|976|200643|171549|171552	0.88579	0.15346	1844540
k__Bacteria|p__Bacteroidetes|c__CFGB636|o__OFGB636|f__FGB636	2|976|||	0.5606	0.09712	1031692
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae	2|201174|84998|1643822|1643826	0.55688	0.09648	1079372
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	2|1239|186801|186802|541000	0.53899	0.09338	1133508
k__Bacteria|p__Bacteroidetes|c__CFGB9395|o__OFGB9395|f__FGB9395	2|976|||	0.50437	0.08738	689072
k__Bacteria|p__Bacteroidetes|c__CFGB9388|o__OFGB9388|f__FGB9388	2|976|||	0.4438	0.07689	774364
k__Bacteria|p__Firmicutes|c__CFGB10348|o__OFGB10348|f__FGB10348	2|1239|||	0.40002	0.0693	801508
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	2|1224|28216|80840|995019	0.35388	0.06131	677024
k__Bacteria|p__Firmicutes|c__CFGB10299|o__OFGB10299|f__FGB10299	2|1239|||	0.339	0.05873	409628
k__Bacteria|p__Firmicutes|c__CFGB9660|o__OFGB9660|f__FGB9660	2|1239|||	0.31512	0.05459	846800
k__Bacteria|p__Proteobacteria|c__CFGB9469|o__OFGB9469|f__FGB9469	2|1224|||	0.29373	0.05089	528008
k__Bacteria|p__Firmicutes|c__CFGB9636|o__OFGB9636|f__FGB9636	2|1239|||	0.28508	0.04939	666404
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified	2|35929085|||	0.22973	0.0398	621764
k__Bacteria|p__Bacteria_unclassified|c__CFGB8123|o__OFGB8123|f__FGB8123	2|35929085|||	0.20518	0.03555	487096
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae	2|201174|84998|84999|1643824	0.18272	0.03166	278932
k__Bacteria|p__Bacteroidetes|c__CFGB637|o__OFGB637|f__FGB637	2|976|||	0.1808	0.03132	351748
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	2|976|200643|171549|815	0.16348	0.02832	578644
k__Bacteria|p__Bacteroidetes|c__CFGB4425|o__OFGB4425|f__FGB4425	2|976|||	0.15527	0.0269	279620
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	2|1239|186801|186802|31979	0.11356	0.01967	274696
k__Bacteria|p__Firmicutes|c__CFGB9633|o__OFGB9633|f__FGB9633	2|1239|||	0.10911	0.0189	277408
k__Bacteria|p__Firmicutes|c__CFGB9596|o__OFGB9596|f__FGB9596	2|1239|||	0.10265	0.01778	218056
k__Bacteria|p__Firmicutes|c__CFGB8157|o__OFGB8157|f__FGB8157	2|1239|||	0.0953	0.01651	226640
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmatales_unclassified	2|544448|31969|186329|730680	0.09359	0.01621	122648
