#mpa_vJan21_CHOCOPhlAnSGB_202103
#/home/favero/.local/bin/metaphlan -t rel_ab_w_read_stats --unclassified_estimation 8WT-2m_S3_Buone_R1.fastq,8WT-2m_S3_Buone_R2.fastq --bowtie2out 8WT-2m_S3.bowtie2.bz2 --nproc 22 --input_type fastq -o 8WT-2m_S3.metaphlan.txt
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:283816448
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
UNCLASSIFIED	-1	53.89417	-	0
k__Bacteria	2	46.10583	11.54736	283816448
k__Bacteria|p__Bacteroidetes	2|976	26.2189	6.56661	136849797
k__Bacteria|p__Firmicutes	2|1239	17.6264	4.41459	99312654
k__Bacteria|p__Bacteria_unclassified	2|35929085	0.92544	0.23178	6010389
k__Bacteria|p__Proteobacteria	2|1224	0.67936	0.17015	3129917
k__Bacteria|p__Actinobacteria	2|201174	0.55173	0.13818	2677248
k__Bacteria|p__Candidatus_Melainabacteria	2|1798710	0.06195	0.01551	224441
k__Bacteria|p__Tenericutes	2|544448	0.0373	0.00934	123676
k__Bacteria|p__Candidatus_Saccharibacteria	2|95818	0.00475	0.00119	11270
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	24.45975	6.12603	111100758
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	10.21156	2.55752	55856580
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	3.10379	0.77736	9862554
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.83528	0.2092	3141912
k__Bacteria|p__Bacteroidetes|c__CFGB9395	2|976|	0.59729	0.14959	1769550
k__Bacteria|p__Firmicutes|c__CFGB9633	2|1239|	0.55155	0.13814	3081408
k__Bacteria|p__Proteobacteria|c__CFGB9469	2|1224|	0.53852	0.13488	2099256
k__Bacteria|p__Firmicutes|c__CFGB9660	2|1239|	0.50704	0.12699	2954730
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified	2|35929085|	0.48535	0.12156	2643984
k__Bacteria|p__Bacteroidetes|c__CFGB9388	2|976|	0.47985	0.12018	1815594
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	0.39092	0.09791	1675380
k__Bacteria|p__Firmicutes|c__CFGB10299	2|1239|	0.34864	0.08732	949200
k__Bacteria|p__Bacteroidetes|c__CFGB636	2|976|	0.3285	0.08227	1310958
k__Bacteria|p__Firmicutes|c__CFGB8157	2|1239|	0.31308	0.07841	888624
k__Bacteria|p__Firmicutes|c__CFGB9850	2|1239|	0.30157	0.07553	1169988
k__Bacteria|p__Firmicutes|c__CFGB10348	2|1239|	0.27446	0.06874	1168284
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	0.16081	0.04028	619404
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.14083	0.03527	583530
k__Bacteria|p__Bacteroidetes|c__CFGB4425	2|976|	0.13407	0.03358	523578
k__Bacteria|p__Bacteria_unclassified|c__CFGB8123	2|35929085|	0.12038	0.03015	615456
k__Bacteria|p__Firmicutes|c__CFGB9636	2|1239|	0.10981	0.0275	664536
k__Bacteria|p__Firmicutes|c__CFGB11371	2|1239|	0.10229	0.02562	411702
k__Bacteria|p__Firmicutes|c__CFGB9516	2|1239|	0.09332	0.02337	277434
k__Bacteria|p__Firmicutes|c__CFGB9508	2|1239|	0.09155	0.02293	229206
k__Bacteria|p__Bacteroidetes|c__CFGB9384	2|976|	0.09064	0.0227	276444
k__Bacteria|p__Firmicutes|c__CFGB9827	2|1239|	0.08464	0.0212	273150
k__Bacteria|p__Bacteroidetes|c__CFGB637	2|976|	0.08364	0.02095	352854
k__Bacteria|p__Firmicutes|c__CFGB9512	2|1239|	0.07304	0.01829	172242
k__Bacteria|p__Bacteroidetes|c__CFGB10197	2|976|	0.06195	0.01551	150090
k__Bacteria|p__Firmicutes|c__CFGB9659	2|1239|	0.05957	0.01492	363108
k__Bacteria|p__Firmicutes|c__CFGB9990	2|1239|	0.05299	0.01327	249144
k__Bacteria|p__Firmicutes|c__CFGB9618	2|1239|	0.0514	0.01287	241836
k__Bacteria|p__Firmicutes|c__CFGB10340	2|1239|	0.04058	0.01016	125496
k__Bacteria|p__Firmicutes|c__CFGB9658	2|1239|	0.03937	0.00986	189024
k__Bacteria|p__Tenericutes|c__Mollicutes	2|544448|31969	0.0373	0.00934	106008
k__Bacteria|p__Firmicutes|c__CFGB28800	2|1239|	0.03644	0.00913	199704
k__Bacteria|p__Firmicutes|c__CFGB28941	2|1239|	0.03067	0.00768	152802
k__Bacteria|p__Firmicutes|c__CFGB9639	2|1239|	0.03028	0.00758	183096
k__Bacteria|p__Firmicutes|c__CFGB28398	2|1239|	0.0225	0.00564	57438
k__Bacteria|p__Firmicutes|c__CFGB10253	2|1239|	0.01836	0.0046	47382
k__Bacteria|p__Firmicutes|c__CFGB9479	2|1239|	0.01414	0.00354	86346
k__Bacteria|p__Firmicutes|c__CFGB9511	2|1239|	0.01183	0.00296	31374
k__Bacteria|p__Firmicutes|c__CFGB9650	2|1239|	0.01033	0.00259	42846
k__Bacteria|p__Firmicutes|c__CFGB9629	2|1239|	0.00992	0.00248	42906
k__Bacteria|p__Bacteria_unclassified|c__CFGB9644	2|35929085|	0.00663	0.00166	38334
k__Bacteria|p__Firmicutes|c__CFGB9510	2|1239|	0.00559	0.0014	12120
k__Bacteria|p__Firmicutes|c__CFGB10349	2|1239|	0.00494	0.00124	21762
k__Bacteria|p__Proteobacteria|c__CFGB9318	2|1224|	0.00475	0.00119	0
k__Bacteria|p__Firmicutes|c__CFGB9506	2|1239|	0.00361	0.0009	9696
k__Bacteria|p__Firmicutes|c__CFGB9960	2|1239|	0.00215	0.00054	8598
k__Bacteria|p__Firmicutes|c__CFGB31439	2|1239|	0.00195	0.00049	4626
k__Bacteria|p__Firmicutes|c__CFGB9575	2|1239|	0.00162	0.00041	6246
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.00046	0.00012	2604
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	24.45975	6.12603	92583965
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	8.93268	2.23722	43464255
