#mpa_vJan21_CHOCOPhlAnSGB_202103
#/home/favero/.local/bin/metaphlan -t rel_ab_w_read_stats --unclassified_estimation 2AD-12m_S7_Buone_R1.fastq,2AD-12m_S7_Buone_R2.fastq --bowtie2out 2AD-12m_S7.bowtie2.bz2 --nproc 22 --input_type fastq -o 2AD-12m_S7.metaphlan.txt
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:257561584
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
UNCLASSIFIED	-1	53.07159	-	0
k__Bacteria	2	46.92841	11.14084	257561584
k__Bacteria|p__Bacteroidetes	2|976	25.57154	6.0707	130067693
k__Bacteria|p__Firmicutes	2|1239	18.46485	4.38357	81605685
k__Bacteria|p__Actinobacteria	2|201174	1.03729	0.24625	3975664
k__Bacteria|p__Verrucomicrobia	2|74201	0.90238	0.21423	4287269
k__Bacteria|p__Bacteria_unclassified	2|35929085	0.57239	0.13589	3728557
k__Bacteria|p__Proteobacteria	2|1224	0.32904	0.07812	1536087
k__Bacteria|p__Tenericutes	2|544448	0.02882	0.00684	90580
k__Bacteria|p__Candidatus_Melainabacteria	2|1798710	0.02123	0.00504	72912
k__Bacteria|p__Candidatus_Saccharibacteria	2|95818	0.00086	0.0002	1939
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	24.09743	5.72075	106106592
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	7.00672	1.6634	31149132
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	5.32696	1.26463	17429010
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	3.36714	0.79936	10094472
k__Bacteria|p__Firmicutes|c__CFGB11371	2|1239|	1.08878	0.25848	4153866
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	2|74201|203494	0.90238	0.21423	3674802
k__Bacteria|p__Bacteroidetes|c__CFGB636	2|976|	0.67362	0.15992	2548182
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	0.54945	0.13044	1977078
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified	2|35929085|	0.50474	0.11983	2830680
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	0.48784	0.11581	1430634
k__Bacteria|p__Bacteroidetes|c__CFGB637	2|976|	0.28285	0.06715	1131120
k__Bacteria|p__Firmicutes|c__CFGB9636	2|1239|	0.26198	0.0622	1260654
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.22852	0.05425	945192
k__Bacteria|p__Firmicutes|c__CFGB10299	2|1239|	0.20856	0.04951	552804
k__Bacteria|p__Bacteroidetes|c__CFGB9388	2|976|	0.19326	0.04588	693132
k__Bacteria|p__Firmicutes|c__CFGB10348	2|1239|	0.18411	0.04371	688230
k__Bacteria|p__Firmicutes|c__CFGB9827	2|1239|	0.10698	0.0254	327252
k__Bacteria|p__Bacteroidetes|c__CFGB9395	2|976|	0.1027	0.02438	288408
k__Bacteria|p__Proteobacteria|c__CFGB9469	2|1224|	0.10053	0.02387	371454
k__Bacteria|p__Firmicutes|c__CFGB9658	2|1239|	0.07352	0.01745	333780
k__Bacteria|p__Bacteroidetes|c__CFGB4425	2|976|	0.06532	0.01551	241794
k__Bacteria|p__Firmicutes|c__CFGB9836	2|1239|	0.0628	0.01491	268878
k__Bacteria|p__Firmicutes|c__CFGB9990	2|1239|	0.05983	0.0142	266676
k__Bacteria|p__Bacteroidetes|c__CFGB9384	2|976|	0.05824	0.01383	168366
k__Bacteria|p__Firmicutes|c__CFGB8157	2|1239|	0.04777	0.01134	347310
k__Bacteria|p__Firmicutes|c__CFGB9633	2|1239|	0.04405	0.01046	205998
k__Bacteria|p__Firmicutes|c__CFGB10340	2|1239|	0.04262	0.01012	124932
k__Bacteria|p__Firmicutes|c__CFGB9650	2|1239|	0.0413	0.00981	162378
k__Bacteria|p__Firmicutes|c__CFGB9629	2|1239|	0.04066	0.00965	166788
k__Bacteria|p__Tenericutes|c__Mollicutes	2|544448|31969	0.02882	0.00684	77640
k__Bacteria|p__Firmicutes|c__CFGB9506	2|1239|	0.0286	0.00679	72798
k__Bacteria|p__Firmicutes|c__CFGB9618	2|1239|	0.02665	0.00633	118854
k__Bacteria|p__Bacteroidetes|c__CFGB10197	2|976|	0.02123	0.00504	309000
k__Bacteria|p__Firmicutes|c__CFGB9511	2|1239|	0.01995	0.00474	50130
k__Bacteria|p__Firmicutes|c__CFGB31439	2|1239|	0.01462	0.00347	32832
k__Bacteria|p__Firmicutes|c__CFGB28398	2|1239|	0.01324	0.00314	32142
k__Bacteria|p__Firmicutes|c__CFGB9516	2|1239|	0.01279	0.00304	35736
k__Bacteria|p__Firmicutes|c__CFGB9960	2|1239|	0.01258	0.00299	47742
k__Bacteria|p__Bacteria_unclassified|c__CFGB8123	2|35929085|	0.01114	0.00264	53202
k__Bacteria|p__Firmicutes|c__CFGB9517	2|1239|	0.01106	0.00263	33120
k__Bacteria|p__Bacteria_unclassified|c__CFGB9644	2|35929085|	0.00875	0.00208	47910
