#mpa_vJan21_CHOCOPhlAnSGB_202103
#/home/favero/.local/bin/metaphlan -t rel_ab_w_read_stats --unclassified_estimation 5WT-6m_S12_Buone_R1.fastq,5WT-6m_S12_Buone_R2.fastq --bowtie2out 5WT-6m_S12.bowtie2.bz2 --nproc 22 --input_type fastq -o 5WT-6m_S12.metaphlan.txt
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:150255896
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
UNCLASSIFIED	-1	59.44102	-	0
k__Bacteria	2	40.55898	5.85549	150255896
k__Bacteria|p__Firmicutes	2|1239	23.80932	3.43734	81182136
k__Bacteria|p__Bacteroidetes	2|976	11.86901	1.71352	34213305
k__Bacteria|p__Bacteria_unclassified	2|35929085	2.84417	0.41061	11572022
k__Bacteria|p__Tenericutes	2|544448	1.15247	0.16638	2202641
k__Bacteria|p__Actinobacteria	2|201174	0.5586	0.08064	1496075
k__Bacteria|p__Proteobacteria	2|1224	0.25678	0.03707	676158
k__Bacteria|p__Candidatus_Melainabacteria	2|1798710	0.05146	0.00743	107464
k__Bacteria|p__Candidatus_Saccharibacteria	2|95818	0.0168	0.00243	23002
k__Bacteria|p__Verrucomicrobia	2|74201	0.00038	6e-05	1106
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	13.65033	1.97069	47915184
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	11.03346	1.5929	27584214
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	5.82863	0.84148	10829406
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified	2|35929085|	2.00691	0.28974	7270860
k__Bacteria|p__Tenericutes|c__Mollicutes	2|544448|31969	1.15247	0.16638	1887978
k__Bacteria|p__Firmicutes|c__CFGB10348	2|1239|	0.52876	0.07634	1205370
k__Bacteria|p__Bacteria_unclassified|c__CFGB8123	2|35929085|	0.44797	0.06467	1319316
k__Bacteria|p__Firmicutes|c__CFGB10299	2|1239|	0.42818	0.06182	685548
k__Bacteria|p__Firmicutes|c__CFGB8157	2|1239|	0.36914	0.05329	496596
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	0.35411	0.05112	783216
k__Bacteria|p__Firmicutes|c__CFGB9636	2|1239|	0.32556	0.047	951282
k__Bacteria|p__Firmicutes|c__CFGB9660	2|1239|	0.30562	0.04412	1026618
k__Bacteria|p__Bacteroidetes|c__CFGB9388	2|976|	0.25002	0.0361	545310
k__Bacteria|p__Proteobacteria|c__CFGB9469	2|1224|	0.23735	0.03427	533328
k__Bacteria|p__Bacteroidetes|c__CFGB636	2|976|	0.2184	0.03153	502422
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	0.20449	0.02952	499134
k__Bacteria|p__Firmicutes|c__CFGB9650	2|1239|	0.19684	0.02842	470592
k__Bacteria|p__Firmicutes|c__CFGB9990	2|1239|	0.17586	0.02539	476658
k__Bacteria|p__Firmicutes|c__CFGB9850	2|1239|	0.17333	0.02502	387636
k__Bacteria|p__Firmicutes|c__CFGB28800	2|1239|	0.16226	0.02343	512646
k__Bacteria|p__Firmicutes|c__CFGB9508	2|1239|	0.15876	0.02292	253464
k__Bacteria|p__Firmicutes|c__CFGB9516	2|1239|	0.1525	0.02202	255582
k__Bacteria|p__Bacteroidetes|c__CFGB9395	2|976|	0.14502	0.02094	247650
k__Bacteria|p__Firmicutes|c__CFGB9511	2|1239|	0.14339	0.0207	219162
k__Bacteria|p__Firmicutes|c__CFGB9659	2|1239|	0.12622	0.01822	443490
k__Bacteria|p__Firmicutes|c__CFGB9658	2|1239|	0.116	0.01675	330348
k__Bacteria|p__Firmicutes|c__CFGB9596	2|1239|	0.11096	0.01602	294636
k__Bacteria|p__Firmicutes|c__CFGB9960	2|1239|	0.09329	0.01347	215256
k__Bacteria|p__Firmicutes|c__CFGB9633	2|1239|	0.09113	0.01316	251898
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.08787	0.01269	190470
k__Bacteria|p__Firmicutes|c__CFGB9827	2|1239|	0.0712	0.01028	132450
k__Bacteria|p__Firmicutes|c__CFGB9618	2|1239|	0.05882	0.00849	159504
k__Bacteria|p__Firmicutes|c__CFGB9512	2|1239|	0.05265	0.0076	75714
k__Bacteria|p__Bacteroidetes|c__CFGB10197	2|976|	0.05146	0.00743	246150
k__Bacteria|p__Firmicutes|c__CFGB10340	2|1239|	0.04849	0.007	86436
k__Bacteria|p__Firmicutes|c__CFGB9639	2|1239|	0.04793	0.00692	167052
k__Bacteria|p__Bacteroidetes|c__CFGB4425	2|976|	0.03441	0.00497	77460
k__Bacteria|p__Firmicutes|c__CFGB9506	2|1239|	0.03268	0.00472	50580
k__Bacteria|p__Bacteroidetes|c__CFGB9384	2|976|	0.03176	0.00458	55830
k__Bacteria|p__Bacteroidetes|c__CFGB637	2|976|	0.02741	0.00396	66654
k__Bacteria|p__Firmicutes|c__CFGB10253	2|1239|	0.02094	0.00302	31152
k__Bacteria|p__Bacteria_unclassified|c__CFGB9644	2|35929085|	0.02015	0.00291	67104
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.01943	0.00281	46236
k__Bacteria|p__Proteobacteria|c__CFGB9318	2|1224|	0.0168	0.00243	0
k__Bacteria|p__Firmicutes|c__CFGB9629	2|1239|	0.01358	0.00196	33876
k__Bacteria|p__Firmicutes|c__CFGB28941	2|1239|	0.01164	0.00168	33420
k__Bacteria|p__Firmicutes|c__CFGB31439	2|1239|	0.01116	0.00161	15234
k__Bacteria|p__Firmicutes|c__CFGB11371	2|1239|	0.00904	0.0013	20964
k__Bacteria|p__Firmicutes|c__CFGB28398	2|1239|	0.00807	0.00116	11898
k__Bacteria|p__Firmicutes|c__CFGB9517	2|1239|	0.00711	0.00103	12936
k__Bacteria|p__Firmicutes|c__CFGB9510	2|1239|	0.00577	0.00083	7212
k__Bacteria|p__Firmicutes|c__CFGB3507	2|1239|	0.00519	0.00075	14832
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.00486	0.0007	15714
k__Bacteria|p__Firmicutes|c__CFGB10349	2|1239|	0.00337	0.00049	8550
k__Bacteria|p__Firmicutes|c__CFGB9836	2|1239|	0.0019	0.00027	4938
k__Bacteria|p__Firmicutes|c__CFGB9528	2|1239|	0.0018	0.00026	2334
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	2|74201|203494	0.00038	6e-05	948
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	12.11851	1.74955	37777155
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	11.03346	1.5929	22986845
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	5.82863	0.84148	9024505
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified	2|35929085||	2.00691	0.28974	6059050
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified	2|1239|186801|	1.53182	0.22115	2152165
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales	2|544448|31969|186329	1.15247	0.16638	1573315
k__Bacteria|p__Firmicutes|c__CFGB10348|o__OFGB10348	2|1239||	0.52876	0.07634	1004475
k__Bacteria|p__Bacteria_unclassified|c__CFGB8123|o__OFGB8123	2|35929085||	0.44797	0.06467	1099430
k__Bacteria|p__Firmicutes|c__CFGB10299|o__OFGB10299	2|1239||	0.42818	0.06182	571290
k__Bacteria|p__Firmicutes|c__CFGB8157|o__OFGB8157	2|1239||	0.36914	0.05329	413830
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales	2|201174|1760|85007	0.34934	0.05043	646070
k__Bacteria|p__Firmicutes|c__CFGB9636|o__OFGB9636	2|1239||	0.32556	0.047	792735
k__Bacteria|p__Firmicutes|c__CFGB9660|o__OFGB9660	2|1239||	0.30562	0.04412	855515
k__Bacteria|p__Bacteroidetes|c__CFGB9388|o__OFGB9388	2|976||	0.25002	0.0361	454425
k__Bacteria|p__Proteobacteria|c__CFGB9469|o__OFGB9469	2|1224||	0.23735	0.03427	444440
k__Bacteria|p__Bacteroidetes|c__CFGB636|o__OFGB636	2|976||	0.2184	0.03153	418685
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	2|201174|84998|1643822	0.20449	0.02952	415945
k__Bacteria|p__Firmicutes|c__CFGB9650|o__OFGB9650	2|1239||	0.19684	0.02842	392160
k__Bacteria|p__Firmicutes|c__CFGB9990|o__OFGB9990	2|1239||	0.17586	0.02539	397215
k__Bacteria|p__Firmicutes|c__CFGB9850|o__OFGB9850	2|1239||	0.17333	0.02502	323030
k__Bacteria|p__Firmicutes|c__CFGB28800|o__OFGB28800	2|1239||	0.16226	0.02343	427205
k__Bacteria|p__Firmicutes|c__CFGB9508|o__OFGB9508	2|1239||	0.15876	0.02292	211220
k__Bacteria|p__Firmicutes|c__CFGB9516|o__OFGB9516	2|1239||	0.1525	0.02202	212985
k__Bacteria|p__Bacteroidetes|c__CFGB9395|o__OFGB9395	2|976||	0.14502	0.02094	206375
k__Bacteria|p__Firmicutes|c__CFGB9511|o__OFGB9511	2|1239||	0.14339	0.0207	182635
k__Bacteria|p__Firmicutes|c__CFGB9659|o__OFGB9659	2|1239||	0.12622	0.01822	369575
k__Bacteria|p__Firmicutes|c__CFGB9658|o__OFGB9658	2|1239||	0.116	0.01675	275290
k__Bacteria|p__Firmicutes|c__CFGB9596|o__OFGB9596	2|1239||	0.11096	0.01602	245530
k__Bacteria|p__Firmicutes|c__CFGB9960|o__OFGB9960	2|1239||	0.09329	0.01347	179380
k__Bacteria|p__Firmicutes|c__CFGB9633|o__OFGB9633	2|1239||	0.09113	0.01316	209915
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	0.08787	0.01269	158725
k__Bacteria|p__Firmicutes|c__CFGB9827|o__OFGB9827	2|1239||	0.0712	0.01028	110375
k__Bacteria|p__Firmicutes|c__CFGB9618|o__OFGB9618	2|1239||	0.05882	0.00849	132920
k__Bacteria|p__Firmicutes|c__CFGB9512|o__OFGB9512	2|1239||	0.05265	0.0076	63095
k__Bacteria|p__Bacteroidetes|c__CFGB10197|o__OFGB10197	2|976||	0.05146	0.00743	205125
k__Bacteria|p__Firmicutes|c__CFGB10340|o__OFGB10340	2|1239||	0.04849	0.007	72030
k__Bacteria|p__Firmicutes|c__CFGB9639|o__OFGB9639	2|1239||	0.04793	0.00692	139210
k__Bacteria|p__Bacteroidetes|c__CFGB4425|o__OFGB4425	2|976||	0.03441	0.00497	64550
k__Bacteria|p__Firmicutes|c__CFGB9506|o__OFGB9506	2|1239||	0.03268	0.00472	42150
k__Bacteria|p__Bacteroidetes|c__CFGB9384|o__OFGB9384	2|976||	0.03176	0.00458	46525
k__Bacteria|p__Bacteroidetes|c__CFGB637|o__OFGB637	2|976||	0.02741	0.00396	55545
k__Bacteria|p__Firmicutes|c__CFGB10253|o__OFGB10253	2|1239||	0.02094	0.00302	25960
k__Bacteria|p__Bacteria_unclassified|c__CFGB9644|o__OFGB9644	2|35929085||	0.02015	0.00291	55920
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	0.01943	0.00281	38530
k__Bacteria|p__Proteobacteria|c__CFGB9318|o__OFGB9318	2|1224||	0.0168	0.00243	0
