#mpa_vJan21_CHOCOPhlAnSGB_202103
#/home/favero/.local/bin/metaphlan -t rel_ab_w_read_stats --unclassified_estimation 5AD-2m_S7_Buone_R1.fastq,5AD-2m_S7_Buone_R2.fastq --bowtie2out 5AD-2m_S7.bowtie2.bz2 --nproc 22 --input_type fastq -o 5AD-2m_S7.metaphlan.txt
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:180069416
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
UNCLASSIFIED	-1	45.97191	-	0
k__Bacteria	2	54.02809	7.43516	180069416
k__Bacteria|p__Bacteroidetes	2|976	40.34466	5.5521	121707572
k__Bacteria|p__Firmicutes	2|1239	10.64334	1.4647	28628586
k__Bacteria|p__Actinobacteria	2|201174	1.71832	0.23647	3721571
k__Bacteria|p__Verrucomicrobia	2|74201	0.45842	0.06309	1262541
k__Bacteria|p__Proteobacteria	2|1224	0.40339	0.05551	1082606
k__Bacteria|p__Bacteria_unclassified	2|35929085	0.24596	0.03385	765842
k__Bacteria|p__Tenericutes	2|544448	0.20056	0.0276	365386
k__Bacteria|p__Candidatus_Melainabacteria	2|1798710	0.01329	0.00183	26453
k__Bacteria|p__Candidatus_Saccharibacteria	2|95818	0.00014	2e-05	182
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	37.26131	5.12778	97710300
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	4.50986	0.62063	11924316
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	2.31118	0.31806	4101660
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	1.53756	0.21159	3202926
k__Bacteria|p__Bacteroidetes|c__CFGB636	2|976|	1.45483	0.20021	3190182
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	1.29726	0.17853	2494638
k__Bacteria|p__Firmicutes|c__CFGB11371	2|1239|	0.79268	0.10909	1753080
k__Bacteria|p__Bacteroidetes|c__CFGB637	2|976|	0.70147	0.09653	1626108
k__Bacteria|p__Bacteroidetes|c__CFGB9388	2|976|	0.51966	0.07151	1080384
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	2|74201|203494	0.45842	0.06309	1082178
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	0.42106	0.05794	695280
k__Bacteria|p__Firmicutes|c__CFGB9660	2|1239|	0.38655	0.0532	1237734
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.36854	0.05072	853302
k__Bacteria|p__Firmicutes|c__CFGB10299	2|1239|	0.24757	0.03407	372684
k__Bacteria|p__Bacteroidetes|c__CFGB9395	2|976|	0.21902	0.03014	356532
k__Bacteria|p__Tenericutes|c__Mollicutes	2|544448|31969	0.20056	0.0276	313188
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified	2|35929085|	0.1593	0.02192	396828
k__Bacteria|p__Firmicutes|c__CFGB9636	2|1239|	0.14253	0.01961	396990
k__Bacteria|p__Firmicutes|c__CFGB9506	2|1239|	0.10802	0.01487	159402
k__Bacteria|p__Firmicutes|c__CFGB9618	2|1239|	0.10779	0.01483	278646
k__Bacteria|p__Firmicutes|c__CFGB10348	2|1239|	0.10427	0.01435	248802
k__Bacteria|p__Bacteroidetes|c__CFGB9384	2|976|	0.08695	0.01197	145710
k__Bacteria|p__Bacteroidetes|c__CFGB4425	2|976|	0.08247	0.01135	176958
k__Bacteria|p__Bacteria_unclassified|c__CFGB8123	2|35929085|	0.05092	0.00701	143940
k__Bacteria|p__Firmicutes|c__CFGB9827	2|1239|	0.04841	0.00666	85842
k__Bacteria|p__Firmicutes|c__CFGB10340	2|1239|	0.03975	0.00547	67536
k__Bacteria|p__Firmicutes|c__CFGB9658	2|1239|	0.03783	0.00521	104454
k__Bacteria|p__Firmicutes|c__CFGB9960	2|1239|	0.03637	0.005	79980
k__Bacteria|p__Proteobacteria|c__CFGB9469	2|1224|	0.03485	0.0048	74646
k__Bacteria|p__Firmicutes|c__CFGB8157	2|1239|	0.03209	0.00442	101628
k__Bacteria|p__Firmicutes|c__CFGB9516	2|1239|	0.02464	0.00339	38646
k__Bacteria|p__Firmicutes|c__CFGB31439	2|1239|	0.02295	0.00316	29880
k__Bacteria|p__Firmicutes|c__CFGB28398	2|1239|	0.02082	0.00287	29364
k__Bacteria|p__Firmicutes|c__CFGB9512	2|1239|	0.01626	0.00224	21966
k__Bacteria|p__Firmicutes|c__CFGB9517	2|1239|	0.01597	0.0022	27714
k__Bacteria|p__Bacteroidetes|c__CFGB10197	2|976|	0.01329	0.00183	34602
k__Bacteria|p__Firmicutes|c__CFGB9511	2|1239|	0.01216	0.00167	17718
k__Bacteria|p__Firmicutes|c__CFGB9629	2|1239|	0.01198	0.00165	28482
k__Bacteria|p__Firmicutes|c__CFGB9990	2|1239|	0.00897	0.00123	23166
k__Bacteria|p__Firmicutes|c__CFGB10253	2|1239|	0.00505	0.0007	7164
k__Bacteria|p__Firmicutes|c__CFGB9633	2|1239|	0.00503	0.00069	13242
k__Bacteria|p__Firmicutes|c__CFGB9596	2|1239|	0.00496	0.00068	12540
k__Bacteria|p__Firmicutes|c__CFGB9650	2|1239|	0.00394	0.00054	8982
k__Bacteria|p__Bacteria_unclassified|c__CFGB9644	2|35929085|	0.00365	0.0005	11598
k__Bacteria|p__Firmicutes|c__CFGB9659	2|1239|	0.00331	0.00046	11076
k__Bacteria|p__Firmicutes|c__CFGB9850	2|1239|	0.00203	0.00028	4332
k__Bacteria|p__Firmicutes|c__CFGB9479	2|1239|	0.00179	0.00025	6018
k__Bacteria|p__Firmicutes|c__CFGB28941	2|1239|	0.00118	0.00016	3234
k__Bacteria|p__Firmicutes|c__CFGB10349	2|1239|	0.00114	0.00016	2754
k__Bacteria|p__Firmicutes|c__CFGB3507	2|1239|	0.00095	0.00013	2598
k__Bacteria|p__Firmicutes|c__CFGB9510	2|1239|	0.00091	0.00013	1080
k__Bacteria|p__Proteobacteria|c__CFGB9318	2|1224|	0.00014	2e-05	0
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	4e-05	1e-05	132
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	37.26131	5.12778	81425250
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	2.91288	0.40086	7563235
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	2.31118	0.31806	3418050
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified	2|1239|186801|	1.59698	0.21977	2373695
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	1.53756	0.21159	2669105
k__Bacteria|p__Bacteroidetes|c__CFGB636|o__OFGB636	2|976||	1.45483	0.20021	2658485
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	0.99288	0.13664	1505000
k__Bacteria|p__Firmicutes|c__CFGB11371|o__OFGB11371	2|1239||	0.79268	0.10909	1460900
k__Bacteria|p__Bacteroidetes|c__CFGB637|o__OFGB637	2|976||	0.70147	0.09653	1355090
k__Bacteria|p__Bacteroidetes|c__CFGB9388|o__OFGB9388	2|976||	0.51966	0.07151	900320
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	2|74201|203494|48461	0.45842	0.06309	901815
k__Bacteria|p__Firmicutes|c__CFGB9660|o__OFGB9660	2|1239||	0.38655	0.0532	1031445
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	0.36854	0.05072	711085
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales	2|201174|1760|85011	0.36482	0.05021	482655
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	2|201174|84998|1643822	0.30438	0.04189	573865
k__Bacteria|p__Firmicutes|c__CFGB10299|o__OFGB10299	2|1239||	0.24757	0.03407	310570
k__Bacteria|p__Bacteroidetes|c__CFGB9395|o__OFGB9395	2|976||	0.21902	0.03014	297110
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales	2|544448|31969|186329	0.20056	0.0276	260990
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified	2|35929085||	0.1593	0.02192	330690
k__Bacteria|p__Firmicutes|c__CFGB9636|o__OFGB9636	2|1239||	0.14253	0.01961	330825
k__Bacteria|p__Firmicutes|c__CFGB9506|o__OFGB9506	2|1239||	0.10802	0.01487	132835
k__Bacteria|p__Firmicutes|c__CFGB9618|o__OFGB9618	2|1239||	0.10779	0.01483	232205
k__Bacteria|p__Firmicutes|c__CFGB10348|o__OFGB10348	2|1239||	0.10427	0.01435	207335
k__Bacteria|p__Bacteroidetes|c__CFGB9384|o__OFGB9384	2|976||	0.08695	0.01197	121425
k__Bacteria|p__Bacteroidetes|c__CFGB4425|o__OFGB4425	2|976||	0.08247	0.01135	147465
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales	2|201174|1760|85007	0.05624	0.00774	96745
k__Bacteria|p__Bacteria_unclassified|c__CFGB8123|o__OFGB8123	2|35929085||	0.05092	0.00701	119950
k__Bacteria|p__Firmicutes|c__CFGB9827|o__OFGB9827	2|1239||	0.04841	0.00666	71535
k__Bacteria|p__Firmicutes|c__CFGB10340|o__OFGB10340	2|1239||	0.03975	0.00547	56280
k__Bacteria|p__Firmicutes|c__CFGB9658|o__OFGB9658	2|1239||	0.03783	0.00521	87045
k__Bacteria|p__Firmicutes|c__CFGB9960|o__OFGB9960	2|1239||	0.03637	0.005	66650
k__Bacteria|p__Proteobacteria|c__CFGB9469|o__OFGB9469	2|1224||	0.03485	0.0048	62205
k__Bacteria|p__Firmicutes|c__CFGB8157|o__OFGB8157	2|1239||	0.03209	0.00442	84690
k__Bacteria|p__Firmicutes|c__CFGB9516|o__OFGB9516	2|1239||	0.02464	0.00339	32205
k__Bacteria|p__Firmicutes|c__CFGB31439|o__OFGB31439	2|1239||	0.02295	0.00316	24900
k__Bacteria|p__Firmicutes|c__CFGB28398|o__OFGB28398	2|1239||	0.02082	0.00287	24470
k__Bacteria|p__Firmicutes|c__CFGB9512|o__OFGB9512	2|1239||	0.01626	0.00224	18305
k__Bacteria|p__Firmicutes|c__CFGB9517|o__OFGB9517	2|1239||	0.01597	0.0022	23095
k__Bacteria|p__Bacteroidetes|c__CFGB10197|o__OFGB10197	2|976||	0.01329	0.00183	28835
k__Bacteria|p__Firmicutes|c__CFGB9511|o__OFGB9511	2|1239||	0.01216	0.00167	14765
k__Bacteria|p__Firmicutes|c__CFGB9629|o__OFGB9629	2|1239||	0.01198	0.00165	23735
k__Bacteria|p__Firmicutes|c__CFGB9990|o__OFGB9990	2|1239||	0.00897	0.00123	19305
k__Bacteria|p__Firmicutes|c__CFGB10253|o__OFGB10253	2|1239||	0.00505	0.0007	5970
k__Bacteria|p__Firmicutes|c__CFGB9633|o__OFGB9633	2|1239||	0.00503	0.00069	11035
k__Bacteria|p__Firmicutes|c__CFGB9596|o__OFGB9596	2|1239||	0.00496	0.00068	10450
k__Bacteria|p__Firmicutes|c__CFGB9650|o__OFGB9650	2|1239||	0.00394	0.00054	7485
k__Bacteria|p__Bacteria_unclassified|c__CFGB9644|o__OFGB9644	2|35929085||	0.00365	0.0005	9665
k__Bacteria|p__Firmicutes|c__CFGB9659|o__OFGB9659	2|1239||	0.00331	0.00046	9230
k__Bacteria|p__Firmicutes|c__CFGB9850|o__OFGB9850	2|1239||	0.00203	0.00028	3610
k__Bacteria|p__Firmicutes|c__CFGB9479|o__OFGB9479	2|1239||	0.00179	0.00025	5015
k__Bacteria|p__Firmicutes|c__CFGB28941|o__OFGB28941	2|1239||	0.00118	0.00016	2695
k__Bacteria|p__Firmicutes|c__CFGB10349|o__OFGB10349	2|1239||	0.00114	0.00016	2295
k__Bacteria|p__Firmicutes|c__CFGB3507|o__OFGB3507	2|1239||	0.00095	0.00013	2165
k__Bacteria|p__Firmicutes|c__CFGB9510|o__OFGB9510	2|1239||	0.00091	0.00013	900
k__Bacteria|p__Proteobacteria|c__CFGB9318|o__OFGB9318	2|1224||	0.00014	2e-05	0
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified	2|1239||	4e-05	1e-05	110
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae	2|976|200643|171549|2005473	28.78581	3.96141	52604656
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified	2|976|200643|171549|	5.09203	0.70075	6904304
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	2|1239|91061|186826|33958	2.30164	0.31674	2724224
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	2|1239|186801|186802|186803	1.94024	0.26701	4603956
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified	2|1239|186801||	1.59698	0.21977	1898956
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	2|1239|526524|526525|128827	1.53756	0.21159	2135284
k__Bacteria|p__Bacteroidetes|c__CFGB636|o__OFGB636|f__FGB636	2|976|||	1.45483	0.20021	2126788
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	2|976|200643|171549|171552	1.22248	0.16823	2022148
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae	2|201174|84998|84999|1643824	0.99288	0.13664	1204000
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae	2|976|200643|171549|1853231	0.91607	0.12607	1300784
k__Bacteria|p__Firmicutes|c__CFGB11371|o__OFGB11371|f__FGB11371	2|1239|||	0.79268	0.10909	1168720
k__Bacteria|p__Bacteroidetes|c__CFGB637|o__OFGB637|f__FGB637	2|976|||	0.70147	0.09653	1084072
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	2|976|200643|171549|171550	0.69071	0.09505	750060
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	2|976|200643|171549|815	0.55421	0.07627	1558248
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	2|1239|186801|186802|541000	0.54035	0.07436	957120
k__Bacteria|p__Bacteroidetes|c__CFGB9388|o__OFGB9388|f__FGB9388	2|976|||	0.51966	0.07151	720256
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae	2|74201|203494|48461|1647988	0.45842	0.06309	721452
k__Bacteria|p__Firmicutes|c__CFGB9660|o__OFGB9660|f__FGB9660	2|1239|||	0.38655	0.0532	825156
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	2|1224|28216|80840|995019	0.36854	0.05072	568868
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae	2|201174|1760|85011|2062	0.36482	0.05021	386124
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified	2|1239|186801|186802|	0.3367	0.04633	329408
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae	2|201174|84998|1643822|1643826	0.30438	0.04189	459092
k__Bacteria|p__Firmicutes|c__CFGB10299|o__OFGB10299|f__FGB10299	2|1239|||	0.24757	0.03407	248456
k__Bacteria|p__Bacteroidetes|c__CFGB9395|o__OFGB9395|f__FGB9395	2|976|||	0.21902	0.03014	237688
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmatales_unclassified	2|544448|31969|186329|730680	0.20056	0.0276	208792
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified	2|35929085|||	0.1593	0.02192	264552
k__Bacteria|p__Firmicutes|c__CFGB9636|o__OFGB9636|f__FGB9636	2|1239|||	0.14253	0.01961	264660
k__Bacteria|p__Firmicutes|c__CFGB9506|o__OFGB9506|f__FGB9506	2|1239|||	0.10802	0.01487	106268
k__Bacteria|p__Firmicutes|c__CFGB9618|o__OFGB9618|f__FGB9618	2|1239|||	0.10779	0.01483	185764
k__Bacteria|p__Firmicutes|c__CFGB10348|o__OFGB10348|f__FGB10348	2|1239|||	0.10427	0.01435	165868
k__Bacteria|p__Bacteroidetes|c__CFGB9384|o__OFGB9384|f__FGB9384	2|976|||	0.08695	0.01197	97140
k__Bacteria|p__Bacteroidetes|c__CFGB4425|o__OFGB4425|f__FGB4425	2|976|||	0.08247	0.01135	117972
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	2|1239|186801|186802|31979	0.06287	0.00865	104564
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae	2|201174|1760|85007|85025	0.05624	0.00774	77396
k__Bacteria|p__Bacteria_unclassified|c__CFGB8123|o__OFGB8123|f__FGB8123	2|35929085|||	0.05092	0.00701	95960
k__Bacteria|p__Firmicutes|c__CFGB9827|o__OFGB9827|f__FGB9827	2|1239|||	0.04841	0.00666	57228
k__Bacteria|p__Firmicutes|c__CFGB10340|o__OFGB10340|f__FGB10340	2|1239|||	0.03975	0.00547	45024
k__Bacteria|p__Firmicutes|c__CFGB9658|o__OFGB9658|f__FGB9658	2|1239|||	0.03783	0.00521	69636
k__Bacteria|p__Firmicutes|c__CFGB9960|o__OFGB9960|f__FGB9960	2|1239|||	0.03637	0.005	53320
k__Bacteria|p__Proteobacteria|c__CFGB9469|o__OFGB9469|f__FGB9469	2|1224|||	0.03485	0.0048	49764
k__Bacteria|p__Firmicutes|c__CFGB8157|o__OFGB8157|f__FGB8157	2|1239|||	0.03209	0.00442	67752
k__Bacteria|p__Firmicutes|c__CFGB9516|o__OFGB9516|f__FGB9516	2|1239|||	0.02464	0.00339	25764
k__Bacteria|p__Firmicutes|c__CFGB31439|o__OFGB31439|f__FGB31439	2|1239|||	0.02295	0.00316	19920
k__Bacteria|p__Firmicutes|c__CFGB28398|o__OFGB28398|f__FGB28398	2|1239|||	0.02082	0.00287	19576
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	2|1239|186801|186802|186806	0.0183	0.00252	28684
