#mpa_vJan21_CHOCOPhlAnSGB_202103
#/home/favero/.local/bin/metaphlan -t rel_ab_w_read_stats --unclassified_estimation 8AD-12m_S10_Buone_R1.fastq,8AD-12m_S10_Buone_R2.fastq --bowtie2out 8AD-12m_S10.bowtie2.bz2 --nproc 22 --input_type fastq -o 8AD-12m_S10.metaphlan.txt
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:224993024
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria|p__Firmicutes|c__CFGB28398	2|1239|	0.00549	0.00111	11340
k__Bacteria|p__Firmicutes|c__CFGB9512	2|1239|	0.00274	0.00055	6540
k__Bacteria|p__Firmicutes|c__CFGB9479	2|1239|	0.00213	0.00043	10452
k__Bacteria|p__Firmicutes|c__CFGB9517	2|1239|	0.00188	0.00038	4776
k__Bacteria|p__Firmicutes|c__CFGB9650	2|1239|	0.00188	0.00038	6252
k__Bacteria|p__Firmicutes|c__CFGB9850	2|1239|	0.00172	0.00035	5370
k__Bacteria|p__Firmicutes|c__CFGB10253	2|1239|	0.0015	0.0003	3102
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	21.37985	4.30647	64582915
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	8.82294	1.77717	38798105
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	2.04135	0.41118	4324895
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified	2|1239|186801|	1.31331	0.26454	2795590
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	1.0906	0.21968	2749565
k__Bacteria|p__Firmicutes|c__CFGB11371|o__OFGB11371	2|1239||	0.9298	0.18729	2508150
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified	2|35929085||	0.86383	0.174	3409080
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales	2|544448|31969|186329	0.72485	0.146	1380630
k__Bacteria|p__Firmicutes|c__CFGB9660|o__OFGB9660	2|1239||	0.70636	0.14228	2758720
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	2|201174|84998|1643822	0.45947	0.09255	1288375
k__Bacteria|p__Firmicutes|c__CFGB8157|o__OFGB8157	2|1239||	0.39669	0.0799	238000
k__Bacteria|p__Firmicutes|c__CFGB10348|o__OFGB10348	2|1239||	0.39035	0.07863	1125335
k__Bacteria|p__Proteobacteria|c__CFGB9469|o__OFGB9469	2|1224||	0.38112	0.07677	995710
k__Bacteria|p__Bacteroidetes|c__CFGB636|o__OFGB636	2|976||	0.34358	0.06921	918960
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales	2|201174|1760|85011	0.32367	0.06519	626760
k__Bacteria|p__Firmicutes|c__CFGB9618|o__OFGB9618	2|1239||	0.2988	0.06019	942120
k__Bacteria|p__Bacteroidetes|c__CFGB9395|o__OFGB9395	2|976||	0.27287	0.05496	541800
k__Bacteria|p__Bacteroidetes|c__CFGB9388|o__OFGB9388	2|976||	0.23034	0.0464	584095
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales	2|201174|1760|85007	0.22987	0.0463	582680
k__Bacteria|p__Firmicutes|c__CFGB9836|o__OFGB9836	2|1239||	0.21824	0.04396	660715
k__Bacteria|p__Firmicutes|c__CFGB9827|o__OFGB9827	2|1239||	0.20981	0.04226	453765
k__Bacteria|p__Firmicutes|c__CFGB9506|o__OFGB9506	2|1239||	0.20954	0.04221	377165
k__Bacteria|p__Firmicutes|c__CFGB9596|o__OFGB9596	2|1239||	0.18169	0.0366	560935
k__Bacteria|p__Bacteroidetes|c__CFGB637|o__OFGB637	2|976||	0.18156	0.03657	513355
k__Bacteria|p__Firmicutes|c__CFGB9990|o__OFGB9990	2|1239||	0.16915	0.03407	533040
k__Bacteria|p__Firmicutes|c__CFGB10299|o__OFGB10299	2|1239||	0.14927	0.03007	275920
k__Bacteria|p__Firmicutes|c__CFGB9633|o__OFGB9633	2|1239||	0.1382	0.02784	450710
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	0.12682	0.02554	361725
k__Bacteria|p__Firmicutes|c__CFGB9629|o__OFGB9629	2|1239||	0.12681	0.02554	367775
k__Bacteria|p__Firmicutes|c__CFGB9636|o__OFGB9636	2|1239||	0.08823	0.01777	355705
k__Bacteria|p__Firmicutes|c__CFGB10340|o__OFGB10340	2|1239||	0.08606	0.01734	178360
k__Bacteria|p__Firmicutes|c__CFGB9960|o__OFGB9960	2|1239||	0.08599	0.01732	230680
k__Bacteria|p__Bacteroidetes|c__CFGB4425|o__OFGB4425	2|976||	0.07171	0.01444	187685
k__Bacteria|p__Bacteria_unclassified|c__CFGB8123|o__OFGB8123	2|35929085||	0.05357	0.01079	184210
k__Bacteria|p__Bacteroidetes|c__CFGB10197|o__OFGB10197	2|976||	0.04898	0.00987	360215
k__Bacteria|p__Bacteroidetes|c__CFGB9384|o__OFGB9384	2|976||	0.04763	0.00959	97350
k__Bacteria|p__Firmicutes|c__CFGB9511|o__OFGB9511	2|1239||	0.03687	0.00743	65515
k__Bacteria|p__Firmicutes|c__CFGB9516|o__OFGB9516	2|1239||	0.03482	0.00701	69310
k__Bacteria|p__Bacteria_unclassified|c__CFGB9644|o__OFGB9644	2|35929085||	0.03168	0.00638	122695
k__Bacteria|p__Firmicutes|c__CFGB10349|o__OFGB10349	2|1239||	0.03028	0.0061	89445
k__Bacteria|p__Firmicutes|c__CFGB31439|o__OFGB31439	2|1239||	0.02603	0.00524	41345
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified	2|1239||	0.02038	0.00411	76545
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	2|74201|203494|48461	0.01954	0.00394	56255
k__Bacteria|p__Firmicutes|c__CFGB9575|o__OFGB9575	2|1239||	0.01895	0.00382	48875
k__Bacteria|p__Firmicutes|c__CFGB9639|o__OFGB9639	2|1239||	0.01766	0.00356	71555
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	0.01753	0.00353	38900
k__Bacteria|p__Firmicutes|c__CFGB28755|o__OFGB28755	2|1239||	0.01437	0.00289	77375
k__Bacteria|p__Firmicutes|c__CFGB9510|o__OFGB9510	2|1239||	0.0118	0.00238	17165
k__Bacteria|p__Firmicutes|c__CFGB9658|o__OFGB9658	2|1239||	0.0099	0.00199	31430
k__Bacteria|p__Firmicutes|c__CFGB9508|o__OFGB9508	2|1239||	0.00864	0.00174	16730
k__Bacteria|p__Proteobacteria|c__CFGB9318|o__OFGB9318	2|1224||	0.00777	0.00157	0
k__Bacteria|p__Firmicutes|c__CFGB3507|o__OFGB3507	2|1239||	0.0066	0.00133	21940
k__Bacteria|p__Firmicutes|c__CFGB28398|o__OFGB28398	2|1239||	0.00549	0.00111	9450
k__Bacteria|p__Firmicutes|c__CFGB9512|o__OFGB9512	2|1239||	0.00274	0.00055	5450
k__Bacteria|p__Firmicutes|c__CFGB9479|o__OFGB9479	2|1239||	0.00213	0.00043	8710
k__Bacteria|p__Firmicutes|c__CFGB9517|o__OFGB9517	2|1239||	0.00188	0.00038	3980
k__Bacteria|p__Firmicutes|c__CFGB9650|o__OFGB9650	2|1239||	0.00188	0.00038	5210
k__Bacteria|p__Firmicutes|c__CFGB9850|o__OFGB9850	2|1239||	0.00172	0.00035	4475
k__Bacteria|p__Firmicutes|c__CFGB10253|o__OFGB10253	2|1239||	0.0015	0.0003	2585
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae	2|976|200643|171549|2005473	11.75625	2.36802	31415116
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	2|1239|186801|186802|186803	5.84304	1.17694	23476940
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified	2|976|200643|171549|	3.00986	0.60627	6015548
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	2|976|200643|171549|171552	2.80157	0.56431	6782960
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	2|1239|186801|186802|541000	2.53378	0.51037	6316492
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	2|976|200643|171549|171550	2.23954	0.4511	3530196
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	2|1239|91061|186826|33958	2.03526	0.40995	3450364
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified	2|1239|186801||	1.31331	0.26454	2236472
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae	2|976|200643|171549|1853231	1.25736	0.25327	2625084
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	2|1239|526524|526525|128827	1.0906	0.21968	2199652
k__Bacteria|p__Firmicutes|c__CFGB11371|o__OFGB11371|f__FGB11371	2|1239|||	0.9298	0.18729	2006520
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified	2|35929085|||	0.86383	0.174	2727264
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmatales_unclassified	2|544448|31969|186329|730680	0.72485	0.146	1104504
k__Bacteria|p__Firmicutes|c__CFGB9660|o__OFGB9660|f__FGB9660	2|1239|||	0.70636	0.14228	2206976
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae	2|201174|84998|1643822|1643826	0.45947	0.09255	1030700
k__Bacteria|p__Firmicutes|c__CFGB8157|o__OFGB8157|f__FGB8157	2|1239|||	0.39669	0.0799	190400
k__Bacteria|p__Firmicutes|c__CFGB10348|o__OFGB10348|f__FGB10348	2|1239|||	0.39035	0.07863	900268
k__Bacteria|p__Proteobacteria|c__CFGB9469|o__OFGB9469|f__FGB9469	2|1224|||	0.38112	0.07677	796568
k__Bacteria|p__Bacteroidetes|c__CFGB636|o__OFGB636|f__FGB636	2|976|||	0.34358	0.06921	735168
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae	2|201174|1760|85011|2062	0.32367	0.06519	501408
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	2|976|200643|171549|815	0.31526	0.0635	1297428
k__Bacteria|p__Firmicutes|c__CFGB9618|o__OFGB9618|f__FGB9618	2|1239|||	0.2988	0.06019	753696
k__Bacteria|p__Bacteroidetes|c__CFGB9395|o__OFGB9395|f__FGB9395	2|976|||	0.27287	0.05496	433440
k__Bacteria|p__Bacteroidetes|c__CFGB9388|o__OFGB9388|f__FGB9388	2|976|||	0.23034	0.0464	467276
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	2|1239|186801|186802|31979	0.23011	0.04635	771188
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae	2|201174|1760|85007|85025	0.22987	0.0463	466144
k__Bacteria|p__Firmicutes|c__CFGB9836|o__OFGB9836|f__FGB9836	2|1239|||	0.21824	0.04396	528572
k__Bacteria|p__Firmicutes|c__CFGB9827|o__OFGB9827|f__FGB9827	2|1239|||	0.20981	0.04226	363012
k__Bacteria|p__Firmicutes|c__CFGB9506|o__OFGB9506|f__FGB9506	2|1239|||	0.20954	0.04221	301732
k__Bacteria|p__Firmicutes|c__CFGB9596|o__OFGB9596|f__FGB9596	2|1239|||	0.18169	0.0366	448748
k__Bacteria|p__Bacteroidetes|c__CFGB637|o__OFGB637|f__FGB637	2|976|||	0.18156	0.03657	410684
k__Bacteria|p__Firmicutes|c__CFGB9990|o__OFGB9990|f__FGB9990	2|1239|||	0.16915	0.03407	426432
k__Bacteria|p__Firmicutes|c__CFGB10299|o__OFGB10299|f__FGB10299	2|1239|||	0.14927	0.03007	220736
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae	2|1239|186801|186802|186804	0.14594	0.0294	306464
k__Bacteria|p__Firmicutes|c__CFGB9633|o__OFGB9633|f__FGB9633	2|1239|||	0.1382	0.02784	360568
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	2|1224|28216|80840|995019	0.12682	0.02554	289380
k__Bacteria|p__Firmicutes|c__CFGB9629|o__OFGB9629|f__FGB9629	2|1239|||	0.12681	0.02554	294220
k__Bacteria|p__Firmicutes|c__CFGB9636|o__OFGB9636|f__FGB9636	2|1239|||	0.08823	0.01777	284564
k__Bacteria|p__Firmicutes|c__CFGB10340|o__OFGB10340|f__FGB10340	2|1239|||	0.08606	0.01734	142688
k__Bacteria|p__Firmicutes|c__CFGB9960|o__OFGB9960|f__FGB9960	2|1239|||	0.08599	0.01732	184544
k__Bacteria|p__Bacteroidetes|c__CFGB4425|o__OFGB4425|f__FGB4425	2|976|||	0.07171	0.01444	150148
k__Bacteria|p__Bacteria_unclassified|c__CFGB8123|o__OFGB8123|f__FGB8123	2|35929085|||	0.05357	0.01079	147368
k__Bacteria|p__Bacteroidetes|c__CFGB10197|o__OFGB10197|f__FGB10197	2|976|||	0.04898	0.00987	288172
k__Bacteria|p__Bacteroidetes|c__CFGB9384|o__OFGB9384|f__FGB9384	2|976|||	0.04763	0.00959	77880
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis	2|1239|186801|186802|543314	0.03716	0.00749	99572
k__Bacteria|p__Firmicutes|c__CFGB9511|o__OFGB9511|f__FGB9511	2|1239|||	0.03687	0.00743	52412
k__Bacteria|p__Firmicutes|c__CFGB9516|o__OFGB9516|f__FGB9516	2|1239|||	0.03482	0.00701	55448
k__Bacteria|p__Bacteria_unclassified|c__CFGB9644|o__OFGB9644|f__FGB9644	2|35929085|||	0.03168	0.00638	98156
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified	2|1239|186801|186802|	0.03147	0.00634	64168
k__Bacteria|p__Firmicutes|c__CFGB10349|o__OFGB10349|f__FGB10349	2|1239|||	0.03028	0.0061	71556
k__Bacteria|p__Firmicutes|c__CFGB31439|o__OFGB31439|f__FGB31439	2|1239|||	0.02603	0.00524	33076
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified	2|1239|||7485543	0.02038	0.00411	61236
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae	2|74201|203494|48461|1647988	0.01954	0.00394	45004
k__Bacteria|p__Firmicutes|c__CFGB9575|o__OFGB9575|f__FGB9575	2|1239|||	0.01895	0.00382	39100
k__Bacteria|p__Firmicutes|c__CFGB9639|o__OFGB9639|f__FGB9639	2|1239|||	0.01766	0.00356	57244
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae	2|201174|84998|84999|1643824	0.01753	0.00353	31120
k__Bacteria|p__Firmicutes|c__CFGB28755|o__OFGB28755|f__FGB28755	2|1239|||	0.01437	0.00289	61900
k__Bacteria|p__Firmicutes|c__CFGB9510|o__OFGB9510|f__FGB9510	2|1239|||	0.0118	0.00238	13732
k__Bacteria|p__Firmicutes|c__CFGB9658|o__OFGB9658|f__FGB9658	2|1239|||	0.0099	0.00199	25144
k__Bacteria|p__Firmicutes|c__CFGB9508|o__OFGB9508|f__FGB9508	2|1239|||	0.00864	0.00174	13384
k__Bacteria|p__Proteobacteria|c__CFGB9318|o__OFGB9318|f__FGB9318	2|1224|||	0.00777	0.00157	0
k__Bacteria|p__Firmicutes|c__CFGB3507|o__OFGB3507|f__FGB3507	2|1239|||	0.0066	0.00133	17552
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	2|1239|91061|186826|1300	0.00609	0.00123	9552
k__Bacteria|p__Firmicutes|c__CFGB28398|o__OFGB28398|f__FGB28398	2|1239|||	0.00549	0.00111	7560
k__Bacteria|p__Firmicutes|c__CFGB9512|o__OFGB9512|f__FGB9512	2|1239|||	0.00274	0.00055	4360
k__Bacteria|p__Firmicutes|c__CFGB9479|o__OFGB9479|f__FGB9479	2|1239|||	0.00213	0.00043	6968
k__Bacteria|p__Firmicutes|c__CFGB9517|o__OFGB9517|f__FGB9517	2|1239|||	0.00188	0.00038	3184
k__Bacteria|p__Firmicutes|c__CFGB9650|o__OFGB9650|f__FGB9650	2|1239|||	0.00188	0.00038	4168
k__Bacteria|p__Firmicutes|c__CFGB9850|o__OFGB9850|f__FGB9850	2|1239|||	0.00172	0.00035	3580
k__Bacteria|p__Firmicutes|c__CFGB10253|o__OFGB10253|f__FGB10253	2|1239|||	0.0015	0.0003	2068
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	2|1239|186801|186802|186806	0.00114	0.00023	2612
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae	2|1239|186801|186802|216572	0.00029	6e-05	1048
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Duncaniella	2|976|200643|171549|2005473|2518495	3.67066	0.73937	8188776
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculaceae_unclassified	2|976|200643|171549|2005473|1797879	3.15028	0.63455	5995308
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified	2|1239|186801|186802|186803|	3.1301	0.63048	10240935
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculum	2|976|200643|171549|2005473|1918540	3.06573	0.61752	6058248
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	2|976|200643|171549|171552|838	2.80157	0.56431	5087220
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB24102	2|976|200643|171549|171550|	1.50282	0.30271	1797705
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Paramuribaculum	2|976|200643|171549|2005473|2518497	1.43588	0.28922	2612364
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	2|1239|91061|186826|33958|1578	1.15701	0.23305	1444686
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__GGB24148	2|976|200643|171549||	1.15534	0.23272	1735095
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28828	2|1239|186801|186802|186803|	1.10034	0.22164	3774648
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Turicibacter	2|1239|526524|526525|128827|191303	1.02252	0.20596	1548903
k__Bacteria|p__Firmicutes|c__CFGB11371|o__OFGB11371|f__FGB11371|g__GGB33432	2|1239||||	0.9298	0.18729	1504890
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified	2|35929085||||	0.86383	0.174	2045448
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter	2|976|200643|171549|1853231|283168	0.83331	0.16785	1290690
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB31835	2|1239|186801|||	0.81156	0.16347	1097760
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus	2|1239|91061|186826|33958|2742598	0.77246	0.15559	998259
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmatales_unclassified|g__GGB31312	2|544448|31969|186329|730680|	0.72485	0.146	828378
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB29549	2|1239|186801|186802|541000|	0.72139	0.14531	1283568
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__GGB27876	2|976|200643|171549||	0.71543	0.14411	1078923
k__Bacteria|p__Firmicutes|c__CFGB9660|o__OFGB9660|f__FGB9660|g__GGB29004	2|1239||||	0.70636	0.14228	1655232
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__GGB28248	2|976|200643|171549|1853231|	0.42405	0.08542	678123
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB27778	2|976|200643|171549|171550|	0.42179	0.08496	477777
k__Bacteria|p__Firmicutes|c__CFGB10348|o__OFGB10348|f__FGB10348|g__GGB31851	2|1239||||	0.39035	0.07863	675201
k__Bacteria|p__Proteobacteria|c__CFGB9469|o__OFGB9469|f__FGB9469|g__GGB28310	2|1224||||	0.38112	0.07677	597426
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia	2|201174|84998|1643822|1643826|447020	0.37234	0.075	633807
