#mpa_vJan21_CHOCOPhlAnSGB_202103
#/home/favero/.local/bin/metaphlan -t rel_ab_w_read_stats --unclassified_estimation 2AD-6m_S5_Buone_R1.fastq,2AD-6m_S5_Buone_R2.fastq --bowtie2out 2AD-6m_S5.bowtie2.bz2 --nproc 22 --input_type fastq -o 2AD-6m_S5.metaphlan.txt
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:216453016
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
UNCLASSIFIED	-1	51.54784	-	0
k__Bacteria	2	48.45216	8.99814	216453016
k__Bacteria|p__Bacteroidetes	2|976	31.69026	5.88526	126208453
k__Bacteria|p__Firmicutes	2|1239	14.33565	2.6623	53477564
k__Bacteria|p__Actinobacteria	2|201174	0.91756	0.1704	3005744
k__Bacteria|p__Bacteria_unclassified	2|35929085	0.81175	0.15075	4382525
k__Bacteria|p__Proteobacteria	2|1224	0.5579	0.10361	1976219
k__Bacteria|p__Tenericutes	2|544448	0.12125	0.02252	298095
k__Bacteria|p__Candidatus_Melainabacteria	2|1798710	0.01779	0.0033	47789
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	30.05233	5.58108	103568448
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	5.47399	1.01658	22041570
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	3.31432	0.61551	7783404
k__Bacteria|p__Firmicutes|c__CFGB11371	2|1239|	1.77136	0.32896	5286594
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	1.30184	0.24177	3627888
k__Bacteria|p__Firmicutes|c__CFGB10299	2|1239|	0.8357	0.1552	1558860
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	0.74364	0.1381	2099472
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified	2|35929085|	0.50446	0.09368	2441940
k__Bacteria|p__Bacteroidetes|c__CFGB636	2|976|	0.47307	0.08785	1399902
k__Bacteria|p__Bacteroidetes|c__CFGB637	2|976|	0.40839	0.07584	1277562
k__Bacteria|p__Firmicutes|c__CFGB9618	2|1239|	0.3914	0.07269	1365384
k__Bacteria|p__Bacteroidetes|c__CFGB9388	2|976|	0.36093	0.06703	1012626
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.31204	0.05795	983232
k__Bacteria|p__Bacteroidetes|c__CFGB9395	2|976|	0.26067	0.04841	572646
k__Bacteria|p__Firmicutes|c__CFGB8157	2|1239|	0.24726	0.04592	940458
k__Bacteria|p__Proteobacteria|c__CFGB9469	2|1224|	0.24587	0.04566	710670
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	0.17392	0.0323	476880
k__Bacteria|p__Firmicutes|c__CFGB10348	2|1239|	0.15148	0.02813	451836
k__Bacteria|p__Firmicutes|c__CFGB9506	2|1239|	0.12357	0.02295	246072
k__Bacteria|p__Tenericutes|c__Mollicutes	2|544448|31969	0.12125	0.02252	255510
k__Bacteria|p__Firmicutes|c__CFGB10340	2|1239|	0.09705	0.01802	222516
k__Bacteria|p__Firmicutes|c__CFGB10349	2|1239|	0.0816	0.01515	266700
k__Bacteria|p__Firmicutes|c__CFGB9827	2|1239|	0.07036	0.01307	168360
k__Bacteria|p__Firmicutes|c__CFGB9636	2|1239|	0.06067	0.01127	228048
k__Bacteria|p__Bacteroidetes|c__CFGB4425	2|976|	0.05889	0.01094	170520
k__Bacteria|p__Firmicutes|c__CFGB9633	2|1239|	0.05643	0.01048	200658
k__Bacteria|p__Bacteria_unclassified|c__CFGB8123	2|35929085|	0.0512	0.00951	192852
k__Bacteria|p__Bacteroidetes|c__CFGB9384	2|976|	0.0506	0.0094	114438
k__Bacteria|p__Firmicutes|c__CFGB9658	2|1239|	0.0492	0.00914	171174
k__Bacteria|p__Firmicutes|c__CFGB9650	2|1239|	0.03672	0.00682	112920
k__Bacteria|p__Firmicutes|c__CFGB9516	2|1239|	0.03586	0.00666	78954
k__Bacteria|p__Firmicutes|c__CFGB9960	2|1239|	0.02977	0.00553	88356
k__Bacteria|p__Firmicutes|c__CFGB28398	2|1239|	0.02722	0.00506	51492
k__Bacteria|p__Firmicutes|c__CFGB28800	2|1239|	0.02104	0.00391	85506
k__Bacteria|p__Bacteroidetes|c__CFGB10197	2|976|	0.01779	0.0033	62532
k__Bacteria|p__Firmicutes|c__CFGB9990	2|1239|	0.01714	0.00318	59754
k__Bacteria|p__Firmicutes|c__CFGB9511	2|1239|	0.01625	0.00302	31956
k__Bacteria|p__Firmicutes|c__CFGB31439	2|1239|	0.01174	0.00218	20622
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.01001	0.00186	41580
k__Bacteria|p__Bacteria_unclassified|c__CFGB9644	2|35929085|	0.00883	0.00164	37818
k__Bacteria|p__Firmicutes|c__CFGB9512	2|1239|	0.00811	0.00151	17904
k__Bacteria|p__Firmicutes|c__CFGB9639	2|1239|	0.00535	0.00099	24006
k__Bacteria|p__Firmicutes|c__CFGB9850	2|1239|	0.00436	0.00081	12534
k__Bacteria|p__Firmicutes|c__CFGB9836	2|1239|	0.00314	0.00058	10518
k__Bacteria|p__Firmicutes|c__CFGB9510	2|1239|	0.00215	0.0004	3462
k__Bacteria|p__Firmicutes|c__CFGB9659	2|1239|	0.00166	0.00031	7494
k__Bacteria|p__Firmicutes|c__CFGB9517	2|1239|	0.00065	0.00012	1518
k__Bacteria|p__Firmicutes|c__CFGB9479	2|1239|	0.0004	7e-05	1812
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	30.05233	5.58108	86307040
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	4.90819	0.91151	17335310
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	3.31432	0.61551	6486170
k__Bacteria|p__Firmicutes|c__CFGB11371|o__OFGB11371	2|1239||	1.77136	0.32896	4405495
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	1.30184	0.24177	3023240
k__Bacteria|p__Firmicutes|c__CFGB10299|o__OFGB10299	2|1239||	0.8357	0.1552	1299050
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified	2|1239|186801|	0.5658	0.10508	1032665
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified	2|35929085||	0.50446	0.09368	2034950
k__Bacteria|p__Bacteroidetes|c__CFGB636|o__OFGB636	2|976||	0.47307	0.08785	1166585
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	2|201174|84998|1643822	0.43014	0.07988	1108265
k__Bacteria|p__Bacteroidetes|c__CFGB637|o__OFGB637	2|976||	0.40839	0.07584	1064635
k__Bacteria|p__Firmicutes|c__CFGB9618|o__OFGB9618	2|1239||	0.3914	0.07269	1137820
k__Bacteria|p__Bacteroidetes|c__CFGB9388|o__OFGB9388	2|976||	0.36093	0.06703	843855
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	0.31351	0.05822	641295
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	0.31204	0.05795	819360
k__Bacteria|p__Bacteroidetes|c__CFGB9395|o__OFGB9395	2|976||	0.26067	0.04841	477205
