#mpa_vJan21_CHOCOPhlAnSGB_202103
#/home/favero/.local/bin/metaphlan -t rel_ab_w_read_stats --unclassified_estimation 9WT-2m_S4_Buone_R1.fastq,9WT-2m_S4_Buone_R2.fastq --bowtie2out 9WT-2m_S4.bowtie2.bz2 --nproc 22 --input_type fastq -o 9WT-2m_S4.metaphlan.txt
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:100522464
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
UNCLASSIFIED	-1	56.26748	-	0
k__Bacteria	2	43.73252	3.62666	100522464
k__Bacteria|p__Firmicutes	2|1239	25.70984	2.13207	56148848
k__Bacteria|p__Bacteroidetes	2|976	14.32331	1.18781	24572842
k__Bacteria|p__Bacteria_unclassified	2|35929085	2.47824	0.20552	5369217
k__Bacteria|p__Actinobacteria	2|201174	0.66847	0.05544	1038205
k__Bacteria|p__Proteobacteria	2|1224	0.5237	0.04343	796593
k__Bacteria|p__Tenericutes	2|544448	0.02789	0.00231	30611
k__Bacteria|p__Candidatus_Saccharibacteria	2|95818	0.00107	9e-05	840
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	17.57099	1.45713	36205584
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	12.8073	1.06209	19182102
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	2.84713	0.23611	3019074
k__Bacteria|p__Firmicutes|c__CFGB9660	2|1239|	1.5802	0.13104	3049026
k__Bacteria|p__Firmicutes|c__CFGB8157	2|1239|	1.43056	0.11863	470010
k__Bacteria|p__Firmicutes|c__CFGB10348	2|1239|	0.87908	0.0729	1261410
k__Bacteria|p__Firmicutes|c__CFGB9633	2|1239|	0.58993	0.04892	1074228
k__Bacteria|p__Bacteroidetes|c__CFGB636	2|976|	0.57401	0.0476	758496
k__Bacteria|p__Bacteria_unclassified|c__CFGB8123	2|35929085|	0.56173	0.04658	951750
k__Bacteria|p__Proteobacteria|c__CFGB9469	2|1224|	0.43378	0.03597	559884
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	0.42081	0.0349	567996
k__Bacteria|p__Bacteroidetes|c__CFGB9388	2|976|	0.40918	0.03393	512634
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified	2|35929085|	0.39887	0.03308	795504
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	0.24766	0.02054	321894
k__Bacteria|p__Bacteroidetes|c__CFGB9395	2|976|	0.22802	0.01891	223674
k__Bacteria|p__Firmicutes|c__CFGB9659	2|1239|	0.22257	0.01846	449202
k__Bacteria|p__Firmicutes|c__CFGB9960	2|1239|	0.17089	0.01417	226482
k__Bacteria|p__Firmicutes|c__CFGB9827	2|1239|	0.16837	0.01396	179904
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.161	0.01335	191220
k__Bacteria|p__Firmicutes|c__CFGB9658	2|1239|	0.14174	0.01175	224418
k__Bacteria|p__Firmicutes|c__CFGB10349	2|1239|	0.1415	0.01173	206520
k__Bacteria|p__Bacteroidetes|c__CFGB637	2|976|	0.13241	0.01098	184968
k__Bacteria|p__Firmicutes|c__CFGB9512	2|1239|	0.10918	0.00905	90858
k__Bacteria|p__Firmicutes|c__CFGB9516	2|1239|	0.10602	0.00879	103686
k__Bacteria|p__Firmicutes|c__CFGB9990	2|1239|	0.10562	0.00876	164442
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.08993	0.00746	122910
k__Bacteria|p__Bacteria_unclassified|c__CFGB9644	2|35929085|	0.08707	0.00722	166614
k__Bacteria|p__Firmicutes|c__CFGB28800	2|1239|	0.07767	0.00644	140964
k__Bacteria|p__Bacteroidetes|c__CFGB4425	2|976|	0.06895	0.00572	89160
k__Bacteria|p__Firmicutes|c__CFGB28398	2|1239|	0.04408	0.00366	37152
k__Bacteria|p__Firmicutes|c__CFGB10299	2|1239|	0.04403	0.00365	40800
k__Bacteria|p__Firmicutes|c__CFGB9639	2|1239|	0.03812	0.00316	76308
k__Bacteria|p__Firmicutes|c__CFGB9850	2|1239|	0.03492	0.0029	44862
k__Bacteria|p__Tenericutes|c__Mollicutes	2|544448|31969	0.02789	0.00231	26238
