#mpa_vJan21_CHOCOPhlAnSGB_202103
#/home/favero/.local/bin/metaphlan -t rel_ab_w_read_stats --unclassified_estimation 8WT-6m_S2_Buone_R1.fastq,8WT-6m_S2_Buone_R2.fastq --bowtie2out 8WT-6m_S2.bowtie2.bz2 --nproc 22 --input_type fastq -o 8WT-6m_S2.metaphlan.txt
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:139051840
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
UNCLASSIFIED	-1	58.64324	-	0
k__Bacteria	2	41.35676	5.22145	139051840
k__Bacteria|p__Firmicutes	2|1239	22.42629	2.8314	70165452
k__Bacteria|p__Bacteroidetes	2|976	15.29256	1.93074	40232283
k__Bacteria|p__Bacteria_unclassified	2|35929085	2.60011	0.32827	8846964
k__Bacteria|p__Proteobacteria	2|1224	0.50901	0.06426	1169959
k__Bacteria|p__Actinobacteria	2|201174	0.48136	0.06077	1173543
k__Bacteria|p__Candidatus_Melainabacteria	2|1798710	0.02565	0.00324	46844
k__Bacteria|p__Tenericutes	2|544448	0.01662	0.0021	27776
k__Bacteria|p__Candidatus_Saccharibacteria	2|95818	0.00414	0.00052	4949
k__Bacteria|p__Verrucomicrobia	2|74201	0.00103	0.00013	2590
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	14.24641	1.79866	32550288
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	13.68586	1.72789	42534792
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	3.20088	0.40412	5154048
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified	2|35929085|	1.3183	0.16644	3981684
k__Bacteria|p__Firmicutes|c__CFGB10348	2|1239|	1.31711	0.16629	2757228
k__Bacteria|p__Firmicutes|c__CFGB9660	2|1239|	0.86283	0.10894	2534652
k__Bacteria|p__Firmicutes|c__CFGB9512	2|1239|	0.71605	0.0904	1012854
k__Bacteria|p__Firmicutes|c__CFGB8157	2|1239|	0.65875	0.08317	829686
k__Bacteria|p__Bacteria_unclassified|c__CFGB8123	2|35929085|	0.59332	0.07491	1533672
k__Bacteria|p__Proteobacteria|c__CFGB9469	2|1224|	0.48672	0.06145	956436
k__Bacteria|p__Bacteroidetes|c__CFGB9388	2|976|	0.48521	0.06126	925476
k__Bacteria|p__Firmicutes|c__CFGB10299	2|1239|	0.43899	0.05542	571308
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	0.26701	0.03371	573084
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	0.21435	0.02706	432810
