#mpa_vJan21_CHOCOPhlAnSGB_202103
#/home/favero/.local/bin/metaphlan -t rel_ab_w_read_stats --unclassified_estimation 3WT-6m_S1_Buone_R1.fastq,3WT-6m_S1_Buone_R2.fastq --bowtie2out 3WT-6m_S1.bowtie2.bz2 --nproc 22 --input_type fastq -o 3WT-6m_S1.metaphlan.txt
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:166076816
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria|p__Bacteroidetes|c__CFGB9388	2|976|	0.16576	0.02204	332940
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.16042	0.02133	353826
k__Bacteria|p__Firmicutes|c__CFGB9658	2|1239|	0.13133	0.01746	327558
k__Bacteria|p__Firmicutes|c__CFGB9633	2|1239|	0.12148	0.01615	314292
k__Bacteria|p__Firmicutes|c__CFGB9639	2|1239|	0.11067	0.01471	355206
k__Bacteria|p__Bacteroidetes|c__CFGB9395	2|976|	0.10783	0.01434	169578
k__Bacteria|p__Firmicutes|c__CFGB9516	2|1239|	0.04768	0.00634	71844
k__Bacteria|p__Bacteroidetes|c__CFGB10197	2|976|	0.0406	0.0054	55074
k__Bacteria|p__Firmicutes|c__CFGB10340	2|1239|	0.03865	0.00514	63438
k__Bacteria|p__Firmicutes|c__CFGB9495	2|1239|	0.03802	0.00505	53688
k__Bacteria|p__Bacteroidetes|c__CFGB4425	2|976|	0.03303	0.00439	68478
k__Bacteria|p__Bacteria_unclassified|c__CFGB9644	2|35929085|	0.02848	0.00379	87372
k__Bacteria|p__Firmicutes|c__CFGB9512	2|1239|	0.02752	0.00366	40566
k__Bacteria|p__Firmicutes|c__CFGB28941	2|1239|	0.02639	0.00351	69786
k__Bacteria|p__Firmicutes|c__CFGB9508	2|1239|	0.02461	0.00327	32610
k__Bacteria|p__Firmicutes|c__CFGB10253	2|1239|	0.01888	0.00251	25860
k__Bacteria|p__Firmicutes|c__CFGB9650	2|1239|	0.01849	0.00246	40698
k__Bacteria|p__Firmicutes|c__CFGB9629	2|1239|	0.01779	0.00237	40860
k__Bacteria|p__Bacteroidetes|c__CFGB9384	2|976|	0.01628	0.00216	26358
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.01245	0.00166	37050
k__Bacteria|p__Firmicutes|c__CFGB9506	2|1239|	0.01065	0.00142	15186
k__Bacteria|p__Firmicutes|c__CFGB9850	2|1239|	0.00944	0.00125	19428
k__Bacteria|p__Firmicutes|c__CFGB9510	2|1239|	0.00939	0.00125	10812
k__Bacteria|p__Firmicutes|c__CFGB31439	2|1239|	0.00703	0.00093	8844
k__Bacteria|p__Firmicutes|c__CFGB28800	2|1239|	0.00565	0.00075	16440
k__Bacteria|p__Firmicutes|c__CFGB28398	2|1239|	0.00405	0.00054	5514
k__Bacteria|p__Proteobacteria|c__CFGB9318	2|1224|	0.0019	0.00025	0
k__Bacteria|p__Firmicutes|c__CFGB3507	2|1239|	0.00123	0.00016	3240
k__Bacteria|p__Firmicutes|c__CFGB9479	2|1239|	0.0004	5e-05	1278
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	15.07739	2.00462	43749955
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	14.3617	1.90946	29285900
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified	2|35929085||	1.7264	0.22953	4250115
k__Bacteria|p__Firmicutes|c__CFGB8157|o__OFGB8157	2|1239||	1.25629	0.16703	1642240
k__Bacteria|p__Firmicutes|c__CFGB9660|o__OFGB9660	2|1239||	1.19285	0.15859	3075075
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	1.14715	0.15252	1613060
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	0.89736	0.11931	1496535
k__Bacteria|p__Bacteria_unclassified|c__CFGB8123|o__OFGB8123	2|35929085||	0.68492	0.09106	1560125
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified	2|1239|186801|	0.66582	0.08852	840030
k__Bacteria|p__Firmicutes|c__CFGB9636|o__OFGB9636	2|1239||	0.57059	0.07586	1279895
k__Bacteria|p__Firmicutes|c__CFGB10348|o__OFGB10348	2|1239||	0.56015	0.07447	1063145
k__Bacteria|p__Firmicutes|c__CFGB9618|o__OFGB9618	2|1239||	0.51663	0.06869	1075215
k__Bacteria|p__Bacteroidetes|c__CFGB636|o__OFGB636	2|976||	0.48804	0.06489	861605
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	2|201174|84998|1643822	0.44655	0.05937	805025
k__Bacteria|p__Firmicutes|c__CFGB10299|o__OFGB10299	2|1239||	0.41059	0.05459	517320
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales	2|544448|31969|186329	0.3161	0.04203	397405
k__Bacteria|p__Firmicutes|c__CFGB11371|o__OFGB11371	2|1239||	0.24266	0.03226	432065
k__Bacteria|p__Firmicutes|c__CFGB9990|o__OFGB9990	2|1239||	0.23901	0.03178	497175
k__Bacteria|p__Bacteroidetes|c__CFGB637|o__OFGB637	2|976||	0.2349	0.03123	438410
k__Bacteria|p__Proteobacteria|c__CFGB9469|o__OFGB9469	2|1224||	0.21176	0.02815	365170
k__Bacteria|p__Firmicutes|c__CFGB9827|o__OFGB9827	2|1239||	0.20257	0.02693	289185
k__Bacteria|p__Firmicutes|c__CFGB9960|o__OFGB9960	2|1239||	0.18135	0.02411	321120
k__Bacteria|p__Bacteroidetes|c__CFGB9388|o__OFGB9388	2|976||	0.16576	0.02204	277450
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	0.16042	0.02133	294855
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales	2|201174|1760|85007	0.14621	0.01944	247930
k__Bacteria|p__Firmicutes|c__CFGB9658|o__OFGB9658	2|1239||	0.13133	0.01746	272965
k__Bacteria|p__Firmicutes|c__CFGB9633|o__OFGB9633	2|1239||	0.12148	0.01615	261910
k__Bacteria|p__Firmicutes|c__CFGB9639|o__OFGB9639	2|1239||	0.11067	0.01471	296005
k__Bacteria|p__Bacteroidetes|c__CFGB9395|o__OFGB9395	2|976||	0.10783	0.01434	141315
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales	2|201174|1760|85011	0.07018	0.00933	89700
k__Bacteria|p__Firmicutes|c__CFGB9516|o__OFGB9516	2|1239||	0.04768	0.00634	59870
k__Bacteria|p__Bacteroidetes|c__CFGB10197|o__OFGB10197	2|976||	0.0406	0.0054	45895
k__Bacteria|p__Firmicutes|c__CFGB10340|o__OFGB10340	2|1239||	0.03865	0.00514	52865
k__Bacteria|p__Firmicutes|c__CFGB9495|o__OFGB9495	2|1239||	0.03802	0.00505	44740
k__Bacteria|p__Bacteroidetes|c__CFGB4425|o__OFGB4425	2|976||	0.03303	0.00439	57065
k__Bacteria|p__Bacteria_unclassified|c__CFGB9644|o__OFGB9644	2|35929085||	0.02848	0.00379	72810
k__Bacteria|p__Firmicutes|c__CFGB9512|o__OFGB9512	2|1239||	0.02752	0.00366	33805
k__Bacteria|p__Firmicutes|c__CFGB28941|o__OFGB28941	2|1239||	0.02639	0.00351	58155
k__Bacteria|p__Firmicutes|c__CFGB9508|o__OFGB9508	2|1239||	0.02461	0.00327	27175
k__Bacteria|p__Firmicutes|c__CFGB10253|o__OFGB10253	2|1239||	0.01888	0.00251	21550
k__Bacteria|p__Firmicutes|c__CFGB9650|o__OFGB9650	2|1239||	0.01849	0.00246	33915
k__Bacteria|p__Firmicutes|c__CFGB9629|o__OFGB9629	2|1239||	0.01779	0.00237	34050
k__Bacteria|p__Bacteroidetes|c__CFGB9384|o__OFGB9384	2|976||	0.01628	0.00216	21965
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified	2|1239||	0.01245	0.00166	30875
k__Bacteria|p__Firmicutes|c__CFGB9506|o__OFGB9506	2|1239||	0.01065	0.00142	12655
k__Bacteria|p__Firmicutes|c__CFGB9850|o__OFGB9850	2|1239||	0.00944	0.00125	16190
k__Bacteria|p__Firmicutes|c__CFGB9510|o__OFGB9510	2|1239||	0.00939	0.00125	9010
k__Bacteria|p__Firmicutes|c__CFGB31439|o__OFGB31439	2|1239||	0.00703	0.00093	7370
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	0.00595	0.00079	8710
k__Bacteria|p__Firmicutes|c__CFGB28800|o__OFGB28800	2|1239||	0.00565	0.00075	13700
k__Bacteria|p__Firmicutes|c__CFGB28398|o__OFGB28398	2|1239||	0.00405	0.00054	4595
k__Bacteria|p__Proteobacteria|c__CFGB9318|o__OFGB9318	2|1224||	0.0019	0.00025	0
k__Bacteria|p__Firmicutes|c__CFGB3507|o__OFGB3507	2|1239||	0.00123	0.00016	2700
k__Bacteria|p__Firmicutes|c__CFGB9479|o__OFGB9479	2|1239||	0.0004	5e-05	1065
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	2|1239|186801|186802|186803	13.3261	1.77177	31881816
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae	2|976|200643|171549|2005473	9.18413	1.22108	16635876
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified	2|35929085|||	1.7264	0.22953	3400092
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified	2|976|200643|171549|	1.62729	0.21636	2147500
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	2|976|200643|171549|171550	1.53126	0.20359	1589512
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	2|1239|186801|186802|541000	1.33574	0.17759	2239240
k__Bacteria|p__Firmicutes|c__CFGB8157|o__OFGB8157|f__FGB8157	2|1239|||	1.25629	0.16703	1313792
k__Bacteria|p__Firmicutes|c__CFGB9660|o__OFGB9660|f__FGB9660	2|1239|||	1.19285	0.15859	2460060
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	2|1239|91061|186826|33958	1.13855	0.15138	1281544
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	2|976|200643|171549|171552	1.12057	0.14899	1790788
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	2|1239|526524|526525|128827	0.89736	0.11931	1197228
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae	2|976|200643|171549|1853231	0.87554	0.11641	1202812
k__Bacteria|p__Bacteria_unclassified|c__CFGB8123|o__OFGB8123|f__FGB8123	2|35929085|||	0.68492	0.09106	1248100
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified	2|1239|186801||	0.66582	0.08852	672024
k__Bacteria|p__Firmicutes|c__CFGB9636|o__OFGB9636|f__FGB9636	2|1239|||	0.57059	0.07586	1023916
k__Bacteria|p__Firmicutes|c__CFGB10348|o__OFGB10348|f__FGB10348	2|1239|||	0.56015	0.07447	850516
k__Bacteria|p__Firmicutes|c__CFGB9618|o__OFGB9618|f__FGB9618	2|1239|||	0.51663	0.06869	860172
k__Bacteria|p__Bacteroidetes|c__CFGB636|o__OFGB636|f__FGB636	2|976|||	0.48804	0.06489	689284
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae	2|201174|84998|1643822|1643826	0.44655	0.05937	644020
k__Bacteria|p__Firmicutes|c__CFGB10299|o__OFGB10299|f__FGB10299	2|1239|||	0.41059	0.05459	413856
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	2|1239|186801|186802|31979	0.37435	0.04977	806524
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmatales_unclassified	2|544448|31969|186329|730680	0.3161	0.04203	317924
k__Bacteria|p__Firmicutes|c__CFGB11371|o__OFGB11371|f__FGB11371	2|1239|||	0.24266	0.03226	345652
k__Bacteria|p__Firmicutes|c__CFGB9990|o__OFGB9990|f__FGB9990	2|1239|||	0.23901	0.03178	397740
k__Bacteria|p__Bacteroidetes|c__CFGB637|o__OFGB637|f__FGB637	2|976|||	0.2349	0.03123	350728
k__Bacteria|p__Proteobacteria|c__CFGB9469|o__OFGB9469|f__FGB9469	2|1224|||	0.21176	0.02815	292136
k__Bacteria|p__Firmicutes|c__CFGB9827|o__OFGB9827|f__FGB9827	2|1239|||	0.20257	0.02693	231348
k__Bacteria|p__Firmicutes|c__CFGB9960|o__OFGB9960|f__FGB9960	2|1239|||	0.18135	0.02411	256896
k__Bacteria|p__Bacteroidetes|c__CFGB9388|o__OFGB9388|f__FGB9388	2|976|||	0.16576	0.02204	221960
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	2|1224|28216|80840|995019	0.16042	0.02133	235884
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae	2|201174|1760|85007|85025	0.14621	0.01944	198344
k__Bacteria|p__Firmicutes|c__CFGB9658|o__OFGB9658|f__FGB9658	2|1239|||	0.13133	0.01746	218372
k__Bacteria|p__Firmicutes|c__CFGB9633|o__OFGB9633|f__FGB9633	2|1239|||	0.12148	0.01615	209528
k__Bacteria|p__Firmicutes|c__CFGB9639|o__OFGB9639|f__FGB9639	2|1239|||	0.11067	0.01471	236804
k__Bacteria|p__Bacteroidetes|c__CFGB9395|o__OFGB9395|f__FGB9395	2|976|||	0.10783	0.01434	113052
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae	2|201174|1760|85011|2062	0.07018	0.00933	71760
k__Bacteria|p__Firmicutes|c__CFGB9516|o__OFGB9516|f__FGB9516	2|1239|||	0.04768	0.00634	47896
k__Bacteria|p__Bacteroidetes|c__CFGB10197|o__OFGB10197|f__FGB10197	2|976|||	0.0406	0.0054	36716
k__Bacteria|p__Firmicutes|c__CFGB10340|o__OFGB10340|f__FGB10340	2|1239|||	0.03865	0.00514	42292
k__Bacteria|p__Firmicutes|c__CFGB9495|o__OFGB9495|f__FGB9495	2|1239|||	0.03802	0.00505	35792
k__Bacteria|p__Bacteroidetes|c__CFGB4425|o__OFGB4425|f__FGB4425	2|976|||	0.03303	0.00439	45652
k__Bacteria|p__Bacteria_unclassified|c__CFGB9644|o__OFGB9644|f__FGB9644	2|35929085|||	0.02848	0.00379	58248
k__Bacteria|p__Firmicutes|c__CFGB9512|o__OFGB9512|f__FGB9512	2|1239|||	0.02752	0.00366	27044
k__Bacteria|p__Firmicutes|c__CFGB28941|o__OFGB28941|f__FGB28941	2|1239|||	0.02639	0.00351	46524
k__Bacteria|p__Firmicutes|c__CFGB9508|o__OFGB9508|f__FGB9508	2|1239|||	0.02461	0.00327	21740
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	2|976|200643|171549|815	0.02291	0.00305	62232
k__Bacteria|p__Firmicutes|c__CFGB10253|o__OFGB10253|f__FGB10253	2|1239|||	0.01888	0.00251	17240
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae	2|1239|186801|186802|186804	0.0187	0.00249	25916
k__Bacteria|p__Firmicutes|c__CFGB9650|o__OFGB9650|f__FGB9650	2|1239|||	0.01849	0.00246	27132
k__Bacteria|p__Firmicutes|c__CFGB9629|o__OFGB9629|f__FGB9629	2|1239|||	0.01779	0.00237	27240
k__Bacteria|p__Bacteroidetes|c__CFGB9384|o__OFGB9384|f__FGB9384	2|976|||	0.01628	0.00216	17572
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified	2|1239|||7485543	0.01245	0.00166	24700
k__Bacteria|p__Firmicutes|c__CFGB9506|o__OFGB9506|f__FGB9506	2|1239|||	0.01065	0.00142	10124
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis	2|1239|186801|186802|543314	0.00974	0.0013	17228
k__Bacteria|p__Firmicutes|c__CFGB9850|o__OFGB9850|f__FGB9850	2|1239|||	0.00944	0.00125	12952
k__Bacteria|p__Firmicutes|c__CFGB9510|o__OFGB9510|f__FGB9510	2|1239|||	0.00939	0.00125	7208
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	2|1239|91061|186826|1300	0.0086	0.00114	8904
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae	2|1239|186801|186802|216572	0.00713	0.00095	17060
k__Bacteria|p__Firmicutes|c__CFGB31439|o__OFGB31439|f__FGB31439	2|1239|||	0.00703	0.00093	5896
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae	2|201174|84998|84999|1643824	0.00595	0.00079	6968
k__Bacteria|p__Firmicutes|c__CFGB28800|o__OFGB28800|f__FGB28800	2|1239|||	0.00565	0.00075	10960
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified	2|1239|186801|186802|	0.00563	0.00075	12180
k__Bacteria|p__Firmicutes|c__CFGB28398|o__OFGB28398|f__FGB28398	2|1239|||	0.00405	0.00054	3676
k__Bacteria|p__Proteobacteria|c__CFGB9318|o__OFGB9318|f__FGB9318	2|1224|||	0.0019	0.00025	0
k__Bacteria|p__Firmicutes|c__CFGB3507|o__OFGB3507|f__FGB3507	2|1239|||	0.00123	0.00016	2160
k__Bacteria|p__Firmicutes|c__CFGB9479|o__OFGB9479|f__FGB9479	2|1239|||	0.0004	5e-05	852
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified	2|1239|186801|186802|186803|	7.05299	0.93773	13989717
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Duncaniella	2|976|200643|171549|2005473|2518495	3.351	0.44553	5082612
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB29005	2|1239|186801|186802|186803|	2.75741	0.36661	4441095
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculaceae_unclassified	2|976|200643|171549|2005473|1797879	2.49737	0.33204	3238437
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified	2|35929085||||	1.7264	0.22953	2550069
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculum	2|976|200643|171549|2005473|1918540	1.622	0.21565	2118012
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Paramuribaculum	2|976|200643|171549|2005473|2518497	1.47673	0.19634	1773399
k__Bacteria|p__Firmicutes|c__CFGB9660|o__OFGB9660|f__FGB9660|g__GGB29004	2|1239||||	1.19285	0.15859	1845045
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB24102	2|976|200643|171549|171550|	1.15968	0.15419	915675
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	2|976|200643|171549|171552|838	1.12057	0.14899	1343091
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Turicibacter	2|1239|526524|526525|128827|191303	0.88102	0.11714	880905
k__Bacteria|p__Bacteria_unclassified|c__CFGB8123|o__OFGB8123|f__FGB8123|g__GGB28955	2|35929085||||	0.68492	0.09106	936075
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__GGB24148	2|976|200643|171549||	0.6814	0.0906	675462
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter	2|976|200643|171549|1853231|283168	0.66476	0.08838	679617
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB29009	2|1239|186801|186802|186803|	0.61389	0.08162	850944
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus	2|1239|91061|186826|33958|2742598	0.5737	0.07628	489375
k__Bacteria|p__Bacteria_unclassified|c__CFGB8157|o__OFGB8157|f__FGB8157|g__GGB28894	2|35929085||||	0.57046	0.07585	905001
k__Bacteria|p__Firmicutes|c__CFGB9636|o__OFGB9636|f__FGB9636|g__GGB28930	2|1239||||	0.56979	0.07576	766653
k__Bacteria|p__Firmicutes|c__CFGB9644|o__OFGB9644|f__FGB9644|g__GGB28949	2|1239||||	0.54276	0.07216	845142
k__Bacteria|p__Firmicutes|c__CFGB9618|o__OFGB9618|f__FGB9618|g__GGB28779	2|1239||||	0.51663	0.06869	645129
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28861	2|1239|186801|186802|186803|	0.50749	0.06747	820452
k__Bacteria|p__Firmicutes|c__CFGB10348|o__OFGB10348|f__FGB10348|g__GGB31851	2|1239||||	0.48899	0.06501	564255
k__Bacteria|p__Bacteroidetes|c__CFGB636|o__OFGB636|f__FGB636|g__GGB14001	2|976||||	0.48804	0.06489	516963
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	2|1239|91061|186826|33958|1578	0.48631	0.06466	400809
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__GGB27876	2|976|200643|171549||	0.46342	0.06161	461301
k__Bacteria|p__Firmicutes|c__CFGB8157|o__OFGB8157|f__FGB8157|g__GGB28903	2|1239||||	0.40889	0.05436	791253
k__Bacteria|p__Firmicutes|c__CFGB10299|o__OFGB10299|f__FGB10299|g__GGB31438	2|1239||||	0.38405	0.05106	293622
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia	2|201174|84998|1643822|1643826|447020	0.35942	0.04779	401514
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmatales_unclassified|g__GGB31312	2|544448|31969|186329|730680|	0.3161	0.04203	238443
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB28399	2|1239|186801|||	0.29386	0.03907	203064
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28846	2|1239|186801|186802|186803|	0.29158	0.03877	362874
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB30454	2|1239|186801|186802|541000|	0.28811	0.03831	428622
k__Bacteria|p__Firmicutes|c__CFGB11371|o__OFGB11371|f__FGB11371|g__GGB33432	2|1239||||	0.24266	0.03226	259239
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridiaceae_unclassified	2|1239|186801|186802|31979|	0.24016	0.03193	446877
k__Bacteria|p__Firmicutes|c__CFGB9990|o__OFGB9990|f__FGB9990|g__GGB30408	2|1239||||	0.23901	0.03178	298305
k__Bacteria|p__Bacteroidetes|c__CFGB637|o__OFGB637|f__FGB637|g__GGB27849	2|976||||	0.2349	0.03123	263046
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB1503	2|976|200643|171549|2005473|	0.2328	0.03095	260184
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28790	2|1239|186801|186802|186803|	0.22657	0.03012	363117
