#mpa_vJan21_CHOCOPhlAnSGB_202103
#/home/favero/.local/bin/metaphlan -t rel_ab_w_read_stats --unclassified_estimation 10AD-12m_S12_Buone_R1.fastq,10AD-12m_S12_Buone_R2.fastq --bowtie2out 10AD-12m_S12.bowtie2.bz2 --nproc 22 --input_type fastq -o 10AD-12m_S12.metaphlan.txt
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:245839280
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
UNCLASSIFIED	-1	46.8694	-	0
k__Bacteria	2	53.1306	9.84487	245839280
k__Bacteria|p__Bacteroidetes	2|976	33.19959	6.15174	146311921
k__Bacteria|p__Firmicutes	2|1239	17.34742	3.2144	60254971
k__Bacteria|p__Actinobacteria	2|201174	1.50326	0.27855	4212047
k__Bacteria|p__Bacteria_unclassified	2|35929085	0.57873	0.10724	2490530
k__Bacteria|p__Proteobacteria	2|1224	0.48802	0.09043	1806588
k__Bacteria|p__Tenericutes	2|544448	0.01358	0.00252	33313
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	31.62656	5.86026	120873576
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	7.96334	1.47557	19415916
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	3.817	0.70727	14840124
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	2.66421	0.49367	7706808
k__Bacteria|p__Firmicutes|c__CFGB11371	2|1239|	1.52761	0.28306	4548906
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	1.04994	0.19455	2253720
k__Bacteria|p__Bacteroidetes|c__CFGB636	2|976|	1.04038	0.19278	3071796
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified	2|35929085|	0.48578	0.09001	1740468
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.47265	0.08758	1504188
