#mpa_vJan21_CHOCOPhlAnSGB_202103
#/home/favero/.local/bin/metaphlan -t rel_ab_w_read_stats --unclassified_estimation 8AD-2m_S8_Buone_R1.fastq,8AD-2m_S8_Buone_R2.fastq --bowtie2out 8AD-2m_S8.bowtie2.bz2 --nproc 22 --input_type fastq -o 8AD-2m_S8.metaphlan.txt
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:146747416
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
UNCLASSIFIED	-1	54.71544	-	0
k__Bacteria	2	45.28456	6.03728	146747416
k__Bacteria|p__Bacteroidetes	2|976	24.37872	3.25014	69236916
k__Bacteria|p__Firmicutes	2|1239	17.3145	2.30835	50177232
k__Bacteria|p__Actinobacteria	2|201174	1.69701	0.22624	3743026
k__Bacteria|p__Proteobacteria	2|1224	1.1249	0.14997	2784642
k__Bacteria|p__Bacteria_unclassified	2|35929085	0.49688	0.06624	1782767
k__Bacteria|p__Verrucomicrobia	2|74201	0.21074	0.0281	562275
k__Bacteria|p__Candidatus_Melainabacteria	2|1798710	0.05319	0.00709	102578
k__Bacteria|p__Tenericutes	2|544448	0.0073	0.00097	12873
k__Bacteria|p__Candidatus_Saccharibacteria	2|95818	0.00133	0.00018	1680
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	22.87543	3.04973	56283870
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	9.56362	1.27501	27489288
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	2.64628	0.3528	4457004
k__Bacteria|p__Firmicutes|c__CFGB11371	2|1239|	1.29615	0.1728	2777004
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	1.2042	0.16054	2310594
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	1.01462	0.13527	2035194
k__Bacteria|p__Proteobacteria|c__CFGB9469	2|1224|	0.87236	0.1163	1810176
k__Bacteria|p__Firmicutes|c__CFGB9636	2|1239|	0.72279	0.09636	2028078
k__Bacteria|p__Bacteroidetes|c__CFGB636	2|976|	0.5161	0.06881	1096374
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	0.4928	0.0657	897714
k__Bacteria|p__Bacteroidetes|c__CFGB637	2|976|	0.32313	0.04308	725658
k__Bacteria|p__Firmicutes|c__CFGB9506	2|1239|	0.32106	0.0428	458988
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified	2|35929085|	0.30365	0.04048	961878
k__Bacteria|p__Firmicutes|c__CFGB10348	2|1239|	0.29226	0.03896	675924
k__Bacteria|p__Bacteroidetes|c__CFGB9388	2|976|	0.2817	0.03756	567366
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.25254	0.03367	576660
k__Bacteria|p__Firmicutes|c__CFGB10299	2|1239|	0.24358	0.03247	349644
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	2|74201|203494	0.21074	0.0281	481950
k__Bacteria|p__Firmicutes|c__CFGB9960	2|1239|	0.16054	0.0214	342066
k__Bacteria|p__Bacteroidetes|c__CFGB9395	2|976|	0.14827	0.01977	233820
k__Bacteria|p__Firmicutes|c__CFGB9827	2|1239|	0.12873	0.01716	221130
k__Bacteria|p__Bacteria_unclassified|c__CFGB8123	2|35929085|	0.11198	0.01493	306912
k__Bacteria|p__Firmicutes|c__CFGB9511	2|1239|	0.11176	0.0149	157734
k__Bacteria|p__Firmicutes|c__CFGB9633	2|1239|	0.10822	0.01443	284766
k__Bacteria|p__Bacteroidetes|c__CFGB4425	2|976|	0.1066	0.01421	221610
k__Bacteria|p__Firmicutes|c__CFGB9650	2|1239|	0.08849	0.0118	195372
k__Bacteria|p__Firmicutes|c__CFGB8157	2|1239|	0.06388	0.00852	323844
k__Bacteria|p__Bacteroidetes|c__CFGB9384	2|976|	0.05692	0.00759	92418
k__Bacteria|p__Firmicutes|c__CFGB9836	2|1239|	0.0562	0.00749	135144
k__Bacteria|p__Firmicutes|c__CFGB28800	2|1239|	0.05613	0.00748	163764
k__Bacteria|p__Firmicutes|c__CFGB9516	2|1239|	0.05348	0.00713	85446
k__Bacteria|p__Bacteroidetes|c__CFGB10197	2|976|	0.05319	0.00709	124812
k__Bacteria|p__Firmicutes|c__CFGB10340	2|1239|	0.05041	0.00672	82980
k__Bacteria|p__Firmicutes|c__CFGB9658	2|1239|	0.0458	0.00611	118368
k__Bacteria|p__Firmicutes|c__CFGB10253	2|1239|	0.04046	0.00539	55590
k__Bacteria|p__Firmicutes|c__CFGB9990	2|1239|	0.03997	0.00533	100044
k__Bacteria|p__Firmicutes|c__CFGB9618	2|1239|	0.03078	0.0041	77070
k__Bacteria|p__Firmicutes|c__CFGB31439	2|1239|	0.02476	0.0033	31230
k__Bacteria|p__Firmicutes|c__CFGB9850	2|1239|	0.02175	0.0029	44910
k__Bacteria|p__Bacteria_unclassified|c__CFGB9644	2|35929085|	0.01736	0.00231	53412
k__Bacteria|p__Tenericutes|c__Mollicutes	2|544448|31969	0.0073	0.00097	11034
