#mpa_vJan21_CHOCOPhlAnSGB_202103
#/home/favero/.local/bin/metaphlan -t rel_ab_w_read_stats --unclassified_estimation 2WT-6m_S11_Buone_R1.fastq,2WT-6m_S11_Buone_R2.fastq --bowtie2out 2WT-6m_S11.bowtie2.bz2 --nproc 22 --input_type fastq -o 2WT-6m_S11.metaphlan.txt
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:210103832
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
UNCLASSIFIED	-1	61.0065	-	0
k__Bacteria	2	38.9935	7.84934	210103832
k__Bacteria|p__Firmicutes	2|1239	23.09322	4.64864	114546768
k__Bacteria|p__Bacteroidetes	2|976	11.41912	2.29865	46231570
k__Bacteria|p__Bacteria_unclassified	2|35929085	3.64651	0.73404	19971343
k__Bacteria|p__Actinobacteria	2|201174	0.49511	0.09966	1875524
k__Bacteria|p__Proteobacteria	2|1224	0.2973	0.05985	1103781
k__Bacteria|p__Tenericutes	2|544448	0.03483	0.00701	92827
k__Bacteria|p__Candidatus_Melainabacteria	2|1798710	0.00491	0.00099	14287
k__Bacteria|p__Candidatus_Saccharibacteria	2|95818	0.00249	0.0005	4753
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	16.36162	3.29357	74251722
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	10.7015	2.1542	37461042
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	2.0111	0.40483	5189364
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified	2|35929085|	1.8975	0.38197	8918526
k__Bacteria|p__Firmicutes|c__CFGB8157	2|1239|	1.5123	0.30442	2913228
k__Bacteria|p__Firmicutes|c__CFGB9636	2|1239|	0.79991	0.16102	3259038
k__Bacteria|p__Firmicutes|c__CFGB9633	2|1239|	0.40596	0.08172	1792866
k__Bacteria|p__Firmicutes|c__CFGB9618	2|1239|	0.38282	0.07706	1447536
k__Bacteria|p__Firmicutes|c__CFGB10348	2|1239|	0.37978	0.07645	1271082
k__Bacteria|p__Bacteroidetes|c__CFGB9388	2|976|	0.26079	0.0525	793086
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	0.2574	0.05181	874536
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	0.23771	0.04785	733056
k__Bacteria|p__Firmicutes|c__CFGB10299	2|1239|	0.23176	0.04665	509346
k__Bacteria|p__Proteobacteria|c__CFGB9469	2|1224|	0.22787	0.04587	713946
k__Bacteria|p__Firmicutes|c__CFGB28800	2|1239|	0.21465	0.04321	945606
k__Bacteria|p__Bacteria_unclassified|c__CFGB8123	2|35929085|	0.20769	0.04181	858408
k__Bacteria|p__Bacteroidetes|c__CFGB636	2|976|	0.13603	0.02738	436308
k__Bacteria|p__Bacteroidetes|c__CFGB637	2|976|	0.13438	0.02705	455646
k__Bacteria|p__Firmicutes|c__CFGB9990	2|1239|	0.12365	0.02489	467322
k__Bacteria|p__Firmicutes|c__CFGB9495	2|1239|	0.1224	0.02464	261726
k__Bacteria|p__Firmicutes|c__CFGB9658	2|1239|	0.11189	0.02252	405036
k__Bacteria|p__Firmicutes|c__CFGB9516	2|1239|	0.10544	0.02122	251586
k__Bacteria|p__Firmicutes|c__CFGB9827	2|1239|	0.10092	0.02032	261762
k__Bacteria|p__Bacteroidetes|c__CFGB9395	2|976|	0.08761	0.01764	208614
k__Bacteria|p__Firmicutes|c__CFGB9650	2|1239|	0.08746	0.01761	291558
k__Bacteria|p__Firmicutes|c__CFGB9639	2|1239|	0.08735	0.01758	424488
k__Bacteria|p__Firmicutes|c__CFGB11371	2|1239|	0.07013	0.01412	226872
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.06943	0.01398	232152
k__Bacteria|p__Firmicutes|c__CFGB9659	2|1239|	0.06518	0.01312	319314
k__Bacteria|p__Firmicutes|c__CFGB9960	2|1239|	0.06213	0.01251	199890
k__Bacteria|p__Firmicutes|c__CFGB10340	2|1239|	0.04731	0.00952	117576
k__Bacteria|p__Firmicutes|c__CFGB9512	2|1239|	0.04068	0.00819	91800
k__Bacteria|p__Firmicutes|c__CFGB9517	2|1239|	0.03788	0.00763	96192
k__Bacteria|p__Tenericutes|c__Mollicutes	2|544448|31969	0.03483	0.00701	79566
k__Bacteria|p__Bacteroidetes|c__CFGB4425	2|976|	0.02916	0.00587	91536
k__Bacteria|p__Bacteria_unclassified|c__CFGB9644	2|35929085|	0.02902	0.00584	134772
k__Bacteria|p__Firmicutes|c__CFGB9511	2|1239|	0.02754	0.00554	58686
k__Bacteria|p__Firmicutes|c__CFGB28398	2|1239|	0.02609	0.00525	53772
k__Bacteria|p__Bacteroidetes|c__CFGB9384	2|976|	0.0235	0.00473	57612
k__Bacteria|p__Firmicutes|c__CFGB9479	2|1239|	0.0226	0.00455	110952
k__Bacteria|p__Firmicutes|c__CFGB9850	2|1239|	0.01545	0.00311	48186
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.01248	0.00251	35208
k__Bacteria|p__Firmicutes|c__CFGB10349	2|1239|	0.01135	0.00229	40224
k__Bacteria|p__Firmicutes|c__CFGB28755	2|1239|	0.01002	0.00202	64746
k__Bacteria|p__Firmicutes|c__CFGB9510	2|1239|	0.00681	0.00137	11880
k__Bacteria|p__Firmicutes|c__CFGB9836	2|1239|	0.00506	0.00102	18378
k__Bacteria|p__Bacteroidetes|c__CFGB10197	2|976|	0.00491	0.00099	123216
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.00355	0.00071	15984
k__Bacteria|p__Firmicutes|c__CFGB3507	2|1239|	0.00318	0.00064	12678
k__Bacteria|p__Proteobacteria|c__CFGB9318	2|1224|	0.00249	0.0005	0
k__Bacteria|p__Firmicutes|c__CFGB31439	2|1239|	0.0019	0.00038	3624
